Variable, Year, value, ymin, ymax
RY,1972,466.833,NA,NA
Catch_RY,1972,1.75675,NA,NA
R,1973,27.8231,21.2615,36.4095
SSB,1973,1614.89,1432.77,1820.15
Depletion,1973,0.550378,0.553514,0.547261
B_Bmsy,1973,1.68409,NA,NA
Catch,1973,667.965,NA,NA
RY,1973,459.247,NA,NA
Catch_RY,1973,1.45448,NA,NA
R,1974,23.1078,17.3432,30.7886
SSB,1974,1406.51,1232.47,1605.13
Depletion,1974,0.47936,0.476132,0.48261
B_Bmsy,1974,1.46678,NA,NA
Catch,1974,514.558,NA,NA
RY,1974,479.631,NA,NA
Catch_RY,1974,1.07282,NA,NA
R,1975,19.0161,14.1175,25.6146
SSB,1975,1366.81,1207.24,1547.47
Depletion,1975,0.46583,0.466385,0.465275
B_Bmsy,1975,1.42538,NA,NA
Catch,1975,488.208,NA,NA
RY,1975,440.469,NA,NA
Catch_RY,1975,1.10838,NA,NA
R,1976,19.1723,14.3307,25.6495
SSB,1976,1316.48,1174.06,1476.19
Depletion,1976,0.448678,0.453567,0.443842
B_Bmsy,1976,1.3729,NA,NA
Catch,1976,601.045,NA,NA
RY,1976,382.672,NA,NA
Catch_RY,1976,1.57066,NA,NA
R,1977,12.3527,8.56768,17.81
SSB,1977,1105.65,976.09,1252.41
Depletion,1977,0.376823,0.377087,0.376559
B_Bmsy,1977,1.15303,NA,NA
Catch,1977,431.483,NA,NA
RY,1977,326.438,NA,NA
Catch_RY,1977,1.32179,NA,NA
R,1978,10.7865,7.17708,16.2113
SSB,1978,1002.48,874.772,1148.84
Depletion,1978,0.341662,0.337946,0.345418
B_Bmsy,1978,1.04544,NA,NA
Catch,1978,379.39,NA,NA
RY,1978,266.965,NA,NA
Catch_RY,1978,1.42112,NA,NA
R,1979,10.2753,6.63892,15.9034
SSB,1979,893.428,757.233,1054.12
Depletion,1979,0.304494,0.292537,0.316939
B_Bmsy,1979,0.931712,NA,NA
Catch,1979,310.175,NA,NA
RY,1979,211.202,NA,NA
Catch_RY,1979,1.46862,NA,NA
R,1980,11.6244,7.33768,18.4153
SSB,1980,797.617,650.612,977.839
Depletion,1980,0.27184,0.251347,0.294004
B_Bmsy,1980,0.831796,NA,NA
Catch,1980,171.848,NA,NA
RY,1980,184.831,NA,NA
Catch_RY,1980,0.929756,NA,NA
R,1981,33.741,24.2535,46.9399
SSB,1981,808.068,652.971,1000
Depletion,1981,0.275402,0.252259,0.300668
B_Bmsy,1981,0.842694,NA,NA
Catch,1981,211.534,NA,NA
RY,1981,251.865,NA,NA
Catch_RY,1981,0.839869,NA,NA
R,1982,34.7898,25.3493,47.7461
SSB,1982,842.148,684.458,1036.17
Depletion,1982,0.287017,0.264423,0.311541
B_Bmsy,1982,0.878234,NA,NA
Catch,1982,307.078,NA,NA
RY,1982,422.363,NA,NA
Catch_RY,1982,0.727047,NA,NA
R,1983,22.7439,15.8718,32.5914
SSB,1983,938.445,762.005,1155.74
Depletion,1983,0.319836,0.294381,0.347493
B_Bmsy,1983,0.978658,NA,NA
Catch,1983,339.59,NA,NA
RY,1983,551.676,NA,NA
Catch_RY,1983,0.615561,NA,NA
R,1984,26.9318,19.5394,37.121
SSB,1984,1122.24,897.19,1403.74
Depletion,1984,0.382476,0.346606,0.422059
B_Bmsy,1984,1.17033,NA,NA
Catch,1984,364.993,NA,NA
RY,1984,539.972,NA,NA
Catch_RY,1984,0.675948,NA,NA
R,1985,24.9729,17.4437,35.752
SSB,1985,1278.42,1003.71,1628.32
Depletion,1985,0.435705,0.387757,0.489583
B_Bmsy,1985,1.3332,NA,NA
Catch,1985,386.184,NA,NA
RY,1985,486.951,NA,NA
Catch_RY,1985,0.793065,NA,NA
R,1986,13.1789,7.43584,23.3574
SSB,1986,1367.19,1064.88,1755.32
Depletion,1986,0.465958,0.411388,0.527767
B_Bmsy,1986,1.42577,NA,NA
Catch,1986,381.189,NA,NA
RY,1986,426.107,NA,NA
Catch_RY,1986,0.894586,NA,NA
R,1987,15.5872,10.2344,23.7397
SSB,1987,1404.99,1098.49,1797.01
Depletion,1987,0.478841,0.424372,0.540302
B_Bmsy,1987,1.46519,NA,NA
Catch,1987,300.249,NA,NA
RY,1987,335.167,NA,NA
Catch_RY,1987,0.895819,NA,NA
R,1988,18.8656,13.8535,25.6909
SSB,1988,1435.52,1146.71,1797.08
Depletion,1988,0.489248,0.443002,0.540322
B_Bmsy,1988,1.49704,NA,NA
Catch,1988,336,NA,NA
RY,1988,270.987,NA,NA
Catch_RY,1988,1.23991,NA,NA
R,1989,9.21187,6.64581,12.7687
SSB,1989,1371.64,1123.07,1675.22
Depletion,1989,0.467475,0.433868,0.503685
B_Bmsy,1989,1.43041,NA,NA
Catch,1989,309.329,NA,NA
RY,1989,229.035,NA,NA
Catch_RY,1989,1.35058,NA,NA
R,1990,12.8489,9.75275,16.928
SSB,1990,1294.62,1098.95,1525.13
Depletion,1990,0.441227,0.424553,0.458556
B_Bmsy,1990,1.3501,NA,NA
Catch,1990,132.379,NA,NA
RY,1990,186.647,NA,NA
Catch_RY,1990,0.709247,NA,NA
R,1991,13.2289,10.4062,16.8173
SSB,1991,1344.02,1194.42,1512.35
Depletion,1991,0.458062,0.461434,0.454714
B_Bmsy,1991,1.40161,NA,NA
Catch,1991,56.135,NA,NA
RY,1991,150.399,NA,NA
Catch_RY,1991,0.37324,NA,NA
R,1992,10.1824,7.96952,13.0096
SSB,1992,1430.6,1313.74,1557.85
Depletion,1992,0.48757,0.507531,0.468394
B_Bmsy,1992,1.4919,NA,NA
Catch,1992,87.497,NA,NA
RY,1992,119.078,NA,NA
Catch_RY,1992,0.734786,NA,NA
R,1993,11.6881,9.27481,14.7292
SSB,1993,1459.02,1360.94,1564.18
Depletion,1993,0.497257,0.525762,0.470297
B_Bmsy,1993,1.52154,NA,NA
Catch,1993,108,NA,NA
RY,1993,89.2155,NA,NA
Catch_RY,1993,1.21055,NA,NA
R,1994,13.9831,11.3118,17.2853
SSB,1994,1441.88,1348.68,1541.51
Depletion,1994,0.491413,0.521027,0.463483
B_Bmsy,1994,1.50366,NA,NA
Catch,1994,112.206,NA,NA
RY,1994,89.6099,NA,NA
Catch_RY,1994,1.25216,NA,NA
R,1995,11.3715,8.97953,14.4005
SSB,1995,1421.23,1327.42,1521.66
Depletion,1995,0.484376,0.512814,0.457514
B_Bmsy,1995,1.48213,NA,NA
Catch,1995,130.362,NA,NA
RY,1995,94.0262,NA,NA
Catch_RY,1995,1.38644,NA,NA
R,1996,9.77078,7.54865,12.6471
SSB,1996,1388.35,1293.03,1490.7
Depletion,1996,0.473171,0.499529,0.448204
B_Bmsy,1996,1.44784,NA,NA
Catch,1996,129.102,NA,NA
RY,1996,82.5571,NA,NA
Catch_RY,1996,1.56379,NA,NA
R,1997,10.0548,7.7855,12.9857
SSB,1997,1347.12,1248.55,1453.48
Depletion,1997,0.459121,0.482347,0.437013
B_Bmsy,1997,1.40485,NA,NA
Catch,1997,116.593,NA,NA
RY,1997,79.8722,NA,NA
Catch_RY,1997,1.45974,NA,NA
R,1998,11.9488,9.3714,15.2351
SSB,1998,1314.34,1210.97,1426.52
Depletion,1998,0.447946,0.467829,0.428909
B_Bmsy,1998,1.37066,NA,NA
Catch,1998,106.788,NA,NA
RY,1998,74.7509,NA,NA
Catch_RY,1998,1.42858,NA,NA
R,1999,8.95474,6.84306,11.7181
SSB,1999,1285.63,1178.49,1402.51
Depletion,1999,0.438163,0.455279,0.42169
B_Bmsy,1999,1.34072,NA,NA
Catch,1999,166.562,NA,NA
RY,1999,74.8773,NA,NA
Catch_RY,1999,2.22447,NA,NA
R,2000,9.94911,7.71114,12.8366
SSB,2000,1203.36,1092.65,1325.28
Depletion,2000,0.410122,0.422117,0.398469
B_Bmsy,2000,1.25492,NA,NA
Catch,2000,162.803,NA,NA
RY,2000,84.3548,NA,NA
Catch_RY,2000,1.92998,NA,NA
R,2001,16.5835,13.3438,20.6097
SSB,2001,1132.75,1018.39,1259.95
Depletion,2001,0.386058,0.39343,0.378825
B_Bmsy,2001,1.18129,NA,NA
Catch,2001,173.277,NA,NA
RY,2001,109.08,NA,NA
Catch_RY,2001,1.58854,NA,NA
R,2002,16.3885,13.1658,20.4001
SSB,2002,1074.76,958.515,1205.11
Depletion,2002,0.366295,0.370297,0.362336
B_Bmsy,2002,1.12082,NA,NA
Catch,2002,154.619,NA,NA
RY,2002,164.327,NA,NA
Catch_RY,2002,0.940924,NA,NA
R,2003,14.6289,11.6324,18.3972
SSB,2003,1082.4,964.289,1214.98
Depletion,2003,0.368898,0.372528,0.365304
B_Bmsy,2003,1.12878,NA,NA
Catch,2003,189.305,NA,NA
RY,2003,214.026,NA,NA
Catch_RY,2003,0.884496,NA,NA
R,2004,13.7886,10.8065,17.5935
SSB,2004,1103.36,979.759,1242.56
Depletion,2004,0.376043,0.378504,0.373598
B_Bmsy,2004,1.15064,NA,NA
Catch,2004,173.902,NA,NA
RY,2004,229.558,NA,NA
Catch_RY,2004,0.757551,NA,NA
R,2005,11.9154,9.10927,15.586
SSB,2005,1153.04,1020.32,1303.03
Depletion,2005,0.392975,0.394176,0.391778
B_Bmsy,2005,1.20245,NA,NA
Catch,2005,158.06,NA,NA
RY,2005,213.387,NA,NA
Catch_RY,2005,0.74072,NA,NA
R,2006,17.4267,13.4998,22.4958
SSB,2006,1202.9,1060.9,1363.91
Depletion,2006,0.409967,0.409851,0.410083
B_Bmsy,2006,1.25445,NA,NA
Catch,2006,135.771,NA,NA
RY,2006,202.882,NA,NA
Catch_RY,2006,0.669211,NA,NA
R,2007,18.5135,14.4007,23.8008
SSB,2007,1263.58,1114.47,1432.64
Depletion,2007,0.430647,0.430545,0.430749
B_Bmsy,2007,1.31772,NA,NA
Catch,2007,125.534,NA,NA
RY,2007,223.518,NA,NA
Catch_RY,2007,0.561628,NA,NA
R,2008,19.4456,15.3928,24.5654
SSB,2008,1352.33,1195.98,1529.12
Depletion,2008,0.460895,0.462036,0.459757
B_Bmsy,2008,1.41028,NA,NA
Catch,2008,127.212,NA,NA
RY,2008,256.533,NA,NA
Catch_RY,2008,0.49589,NA,NA
R,2009,13.1826,10.0728,17.2525
SSB,2009,1469.42,1302.05,1658.3
Depletion,2009,0.500801,0.503014,0.498598
B_Bmsy,2009,1.53239,NA,NA
Catch,2009,141.615,NA,NA
RY,2009,248.974,NA,NA
Catch_RY,2009,0.568794,NA,NA
R,2010,15.0565,11.4793,19.7483
SSB,2010,1566.41,1386.64,1769.47
Depletion,2010,0.533855,0.535694,0.532023
B_Bmsy,2010,1.63353,NA,NA
Catch,2010,148.309,NA,NA
RY,2010,211.953,NA,NA
Catch_RY,2010,0.699727,NA,NA
R,2011,16.0559,12.2616,21.0242
SSB,2011,1623.77,1434.09,1838.55
Depletion,2011,0.553406,0.554022,0.552791
B_Bmsy,2011,1.69335,NA,NA
Catch,2011,150.025,NA,NA
RY,2011,178.141,NA,NA
Catch_RY,2011,0.84217,NA,NA
R,2012,11.8421,8.90735,15.7437
SSB,2012,1648.64,1452.82,1870.84
Depletion,2012,0.56188,0.561261,0.5625
B_Bmsy,2012,1.71928,NA,NA
Catch,2012,149.094,NA,NA
RY,2012,155.852,NA,NA
Catch_RY,2012,0.956636,NA,NA
R,2013,12.8409,9.76907,16.8787
SSB,2013,1653.93,1453.23,1882.35
Depletion,2013,0.563686,0.561417,0.565963
B_Bmsy,2013,1.72481,NA,NA
Catch,2013,151.675,NA,NA
RY,2013,132.022,NA,NA
Catch_RY,2013,1.14886,NA,NA
R,2014,15.596,11.9316,20.3859
SSB,2014,1635.32,1431.01,1868.81
Depletion,2014,0.557343,0.552835,0.561889
B_Bmsy,2014,1.7054,NA,NA
Catch,2014,129.075,NA,NA
RY,2014,110.171,NA,NA
Catch_RY,2014,1.17159,NA,NA
R,2015,22.9355,18.075,29.1031
SSB,2015,1617.47,1414.25,1849.91
Depletion,2015,0.55126,0.546358,0.556206
B_Bmsy,2015,1.68678,NA,NA
Catch,2015,141.693,NA,NA
RY,2015,137.117,NA,NA
Catch_RY,2015,1.03337,NA,NA
R,2016,16.6218,12.9093,21.4018
SSB,2016,1612.38,1414.55,1837.86
Depletion,2016,0.549523,0.546477,0.552586
B_Bmsy,2016,1.68147,NA,NA
Catch,2016,155.323,NA,NA
RY,2016,183.431,NA,NA
Catch_RY,2016,0.846767,NA,NA
R,2017,13.1823,10.1303,17.1537
SSB,2017,1636.19,1443.2,1854.98
Depletion,2017,0.557637,0.557544,0.557731
B_Bmsy,2017,1.7063,NA,NA
Catch,2017,156.323,NA,NA
RY,2017,198.115,NA,NA
Catch_RY,2017,0.789052,NA,NA
R,2018,13.6467,10.5015,17.7338
SSB,2018,1672.75,1480.26,1890.27
Depletion,2018,0.570098,0.57186,0.568342
B_Bmsy,2018,1.74443,NA,NA
Catch,2018,154.234,NA,NA
RY,2018,159.189,NA,NA
Catch_RY,2018,0.968876,NA,NA
R,2019,18.4684,14.4625,23.5838
SSB,2019,1677.22,1487.07,1891.69
Depletion,2019,0.571624,0.574491,0.568771
B_Bmsy,2019,1.74909,NA,NA
Catch,2019,151.985,NA,NA
RY,2019,136.374,NA,NA
Catch_RY,2019,1.11447,NA,NA
R,2020,21.177,16.3316,27.4599
SSB,2020,1663.12,1481.11,1867.5
Depletion,2020,0.566816,0.572187,0.561496
B_Bmsy,2020,1.73439,NA,NA
Catch,2020,126.213,NA,NA
RY,2020,170.741,NA,NA
Catch_RY,2020,0.739205,NA,NA
R,2021,16.2998,11.6646,22.777
SSB,2021,1703.33,1532.05,1893.77
Depletion,2021,0.580522,0.591867,0.569394
B_Bmsy,2021,1.77632,NA,NA
Catch,2021,163.504,NA,NA
RY,2021,201.956,NA,NA
Catch_RY,2021,0.8096,NA,NA
R,2022,11.4553,7.33014,17.9021
SSB,2022,1738.01,1572.22,1921.29
Depletion,2022,0.592341,0.607385,0.57767
B_Bmsy,2022,1.81249,NA,NA
Catch,2022,159.503,NA,NA
RY,2022,179.953,NA,NA
Catch_RY,2022,0.886358,NA,NA
R,2023,9.32759,5.15106,16.8905
SSB,2023,1756.49,1581.26,1951.14
Depletion,2023,0.598639,0.610879,0.586644
B_Bmsy,2023,1.83176,NA,NA
Catch,2023,169.498,NA,NA
RY,2023,102.248,NA,NA
Catch_RY,2023,1.65772,NA,NA
R,2024,18.3666,5.17852,65.1409
SSB,2024,1695.9,1498.5,1919.29
Depletion,2024,0.577987,0.578907,0.577069
B_Bmsy,2024,1.76857,NA,NA
Catch,2024,169.498,NA,NA
RY,2024,74.5673,NA,NA
Catch_RY,2024,2.27309,NA,NA
