Variable, Year, value, ymin, ymax
Depletion,1971,0.701812,0.715492,0.688393
B_Bmsy,1971,2.12061,NA,NA
Catch,1971,595.215,NA,NA
RY,1971,550.991,NA,NA
Catch_RY,1971,1.08026,NA,NA
R,1972,27.8426,22.1056,35.0686
SSB,1972,1944.25,1783.56,2119.41
Depletion,1972,0.685201,0.703353,0.667518
B_Bmsy,1972,2.07042,NA,NA
Catch,1972,820.11,NA,NA
RY,1972,476.254,NA,NA
Catch_RY,1972,1.722,NA,NA
R,1973,27.5034,21.9423,34.474
SSB,1973,1613,1456.84,1785.9
Depletion,1973,0.568463,0.57451,0.562479
B_Bmsy,1973,1.71768,NA,NA
Catch,1973,667.965,NA,NA
RY,1973,460.053,NA,NA
Catch_RY,1973,1.45193,NA,NA
R,1974,22.6066,17.7677,28.7633
SSB,1974,1408.82,1258.08,1577.61
Depletion,1974,0.496503,0.49613,0.496877
B_Bmsy,1974,1.50025,NA,NA
Catch,1974,514.558,NA,NA
RY,1974,473.045,NA,NA
Catch_RY,1974,1.08776,NA,NA
R,1975,18.4449,14.3829,23.6541
SSB,1975,1367.61,1229.93,1520.69
Depletion,1975,0.481978,0.485027,0.478949
B_Bmsy,1975,1.45636,NA,NA
Catch,1975,488.208,NA,NA
RY,1975,429.381,NA,NA
Catch_RY,1975,1.13701,NA,NA
R,1976,18.4011,14.4644,23.4092
SSB,1976,1310.55,1189.64,1443.75
Depletion,1976,0.461871,0.469137,0.454718
B_Bmsy,1976,1.3956,NA,NA
Catch,1976,601.045,NA,NA
RY,1976,368.665,NA,NA
Catch_RY,1976,1.63033,NA,NA
R,1977,11.6138,8.59507,15.6927
SSB,1977,1089.45,982.346,1208.23
Depletion,1977,0.383949,0.387391,0.380537
B_Bmsy,1977,1.16015,NA,NA
Catch,1977,431.483,NA,NA
RY,1977,310.442,NA,NA
Catch_RY,1977,1.3899,NA,NA
R,1978,9.98142,7.14025,13.9531
SSB,1978,973.918,872.194,1087.51
Depletion,1978,0.343233,0.343952,0.342515
B_Bmsy,1978,1.03712,NA,NA
Catch,1978,379.39,NA,NA
RY,1978,250.637,NA,NA
Catch_RY,1978,1.5137,NA,NA
R,1979,9.44644,6.59339,13.534
SSB,1979,851.359,746.962,970.346
Depletion,1979,0.30004,0.294567,0.305615
B_Bmsy,1979,0.906609,NA,NA
Catch,1979,310.175,NA,NA
RY,1979,195.22,NA,NA
Catch_RY,1979,1.58885,NA,NA
R,1980,10.6985,7.31722,15.6422
SSB,1980,741.837,633.464,868.75
Depletion,1980,0.261442,0.249808,0.273617
B_Bmsy,1980,0.789979,NA,NA
Catch,1980,171.848,NA,NA
RY,1980,169.001,NA,NA
Catch_RY,1980,1.01685,NA,NA
R,1981,29.3119,23.0378,37.2948
SSB,1981,738.677,630.169,865.869
Depletion,1981,0.260328,0.248509,0.27271
B_Bmsy,1981,0.786614,NA,NA
Catch,1981,211.534,NA,NA
RY,1981,223.719,NA,NA
Catch_RY,1981,0.945534,NA,NA
R,1982,27.9901,21.9599,35.6763
SSB,1982,749.218,650.666,862.698
Depletion,1982,0.264043,0.256592,0.271711
B_Bmsy,1982,0.797839,NA,NA
Catch,1982,307.078,NA,NA
RY,1982,357.28,NA,NA
Catch_RY,1982,0.859487,NA,NA
R,1983,17.3099,12.9622,23.1158
SSB,1983,793.252,703.913,893.931
Depletion,1983,0.279562,0.27759,0.281548
B_Bmsy,1983,0.844731,NA,NA
Catch,1983,339.59,NA,NA
RY,1983,450.084,NA,NA
Catch_RY,1983,0.754504,NA,NA
R,1984,19.4339,15.0592,25.0795
SSB,1984,892.265,792.441,1004.66
Depletion,1984,0.314457,0.312502,0.316424
B_Bmsy,1984,0.950169,NA,NA
Catch,1984,364.993,NA,NA
RY,1984,419.611,NA,NA
Catch_RY,1984,0.869836,NA,NA
R,1985,17.6397,13.2129,23.5495
SSB,1985,942.151,824.731,1076.29
Depletion,1985,0.332038,0.325235,0.338982
B_Bmsy,1985,1.00329,NA,NA
Catch,1985,386.184,NA,NA
RY,1985,358.844,NA,NA
Catch_RY,1985,1.07619,NA,NA
R,1986,9.45412,5.85111,15.2758
SSB,1986,915.088,790.545,1059.25
Depletion,1986,0.3225,0.311754,0.333617
B_Bmsy,1986,0.974473,NA,NA
Catch,1986,381.189,NA,NA
RY,1986,306.144,NA,NA
Catch_RY,1986,1.24513,NA,NA
R,1987,9.50043,6.52556,13.8315
SSB,1987,842.943,723.214,982.494
Depletion,1987,0.297074,0.285202,0.309441
B_Bmsy,1987,0.897647,NA,NA
Catch,1987,300.249,NA,NA
RY,1987,238.47,NA,NA
Catch_RY,1987,1.25907,NA,NA
R,1988,10.0251,7.61959,13.19
SSB,1988,783.647,677.249,906.76
Depletion,1988,0.276177,0.267075,0.285589
B_Bmsy,1988,0.834503,NA,NA
Catch,1988,336,NA,NA
RY,1988,183.334,NA,NA
Catch_RY,1988,1.83272,NA,NA
R,1989,4.98197,3.72766,6.65833
SSB,1989,637.779,549.961,739.62
Depletion,1989,0.224769,0.216879,0.232947
B_Bmsy,1989,0.679168,NA,NA
Catch,1989,309.329,NA,NA
RY,1989,149.398,NA,NA
Catch_RY,1989,2.07051,NA,NA
R,1990,6.66903,5.21959,8.52098
SSB,1990,486.216,415.658,568.751
Depletion,1990,0.171355,0.163916,0.179131
B_Bmsy,1990,0.51777,NA,NA
Catch,1990,132.379,NA,NA
RY,1990,126.092,NA,NA
Catch_RY,1990,1.04986,NA,NA
R,1991,7.34737,5.96067,9.05667
SSB,1991,480.05,417.981,551.337
Depletion,1991,0.169182,0.164832,0.173646
B_Bmsy,1991,0.511204,NA,NA
Catch,1991,56.135,NA,NA
RY,1991,110.96,NA,NA
Catch_RY,1991,0.505901,NA,NA
R,1992,5.9755,4.85757,7.35073
SSB,1992,531.625,473.818,596.485
Depletion,1992,0.187358,0.186852,0.187866
B_Bmsy,1992,0.566126,NA,NA
Catch,1992,87.497,NA,NA
RY,1992,105.096,NA,NA
Catch_RY,1992,0.83254,NA,NA
R,1993,7.02414,5.79794,8.50966
SSB,1993,547.953,494.03,607.763
Depletion,1993,0.193113,0.194822,0.191418
B_Bmsy,1993,0.583513,NA,NA
Catch,1993,108,NA,NA
RY,1993,100.192,NA,NA
Catch_RY,1993,1.07793,NA,NA
R,1994,8.48653,7.16033,10.0584
SSB,1994,540.654,490.432,596.02
Depletion,1994,0.19054,0.193403,0.18772
B_Bmsy,1994,0.575741,NA,NA
Catch,1994,112.206,NA,NA
RY,1994,105.185,NA,NA
Catch_RY,1994,1.06675,NA,NA
R,1995,7.427,6.15557,8.96104
SSB,1995,534.179,487.457,585.378
Depletion,1995,0.188258,0.19223,0.184368
B_Bmsy,1995,0.568845,NA,NA
Catch,1995,130.362,NA,NA
RY,1995,115.768,NA,NA
Catch_RY,1995,1.12607,NA,NA
R,1996,7.04544,5.76744,8.60664
SSB,1996,520.774,477.261,568.253
Depletion,1996,0.183534,0.188209,0.178974
B_Bmsy,1996,0.55457,NA,NA
Catch,1996,129.102,NA,NA
RY,1996,121.864,NA,NA
Catch_RY,1996,1.05939,NA,NA
R,1997,7.58314,6.21618,9.2507
SSB,1997,514.463,473.887,558.513
Depletion,1997,0.18131,0.186879,0.175906
B_Bmsy,1997,0.547849,NA,NA
Catch,1997,116.593,NA,NA
RY,1997,124.466,NA,NA
Catch_RY,1997,0.936744,NA,NA
R,1998,9.24581,7.7273,11.0627
SSB,1998,521.997,484.288,562.642
Depletion,1998,0.183965,0.190981,0.177207
B_Bmsy,1998,0.555873,NA,NA
Catch,1998,106.788,NA,NA
RY,1998,130.695,NA,NA
Catch_RY,1998,0.817078,NA,NA
R,1999,7.07755,5.75572,8.70294
SSB,1999,544.279,509.629,581.286
Depletion,1999,0.191818,0.200974,0.183079
B_Bmsy,1999,0.579601,NA,NA
Catch,1999,166.562,NA,NA
RY,1999,136.917,NA,NA
Catch_RY,1999,1.21652,NA,NA
R,2000,7.70039,6.31869,9.38423
SSB,2000,516.04,483.646,550.605
Depletion,2000,0.181866,0.190727,0.173416
B_Bmsy,2000,0.549529,NA,NA
Catch,2000,162.803,NA,NA
RY,2000,140.915,NA,NA
Catch_RY,2000,1.15533,NA,NA
R,2001,11.3361,9.65981,13.3033
SSB,2001,494.75,463.449,528.165
Depletion,2001,0.174362,0.182762,0.166348
B_Bmsy,2001,0.526857,NA,NA
Catch,2001,173.277,NA,NA
RY,2001,150.65,NA,NA
Catch_RY,2001,1.1502,NA,NA
R,2002,10.2859,8.74469,12.0986
SSB,2002,472.383,442.391,504.409
Depletion,2002,0.16648,0.174458,0.158866
B_Bmsy,2002,0.503039,NA,NA
Catch,2002,154.619,NA,NA
RY,2002,174.312,NA,NA
Catch_RY,2002,0.887024,NA,NA
R,2003,8.8304,7.39861,10.5393
SSB,2003,489.184,459.386,520.915
Depletion,2003,0.172401,0.18116,0.164065
B_Bmsy,2003,0.52093,NA,NA
Catch,2003,189.305,NA,NA
RY,2003,186.67,NA,NA
Catch_RY,2003,1.01411,NA,NA
R,2004,8.35731,6.91741,10.0969
SSB,2004,484.437,451.833,519.394
Depletion,2004,0.170728,0.178182,0.163586
B_Bmsy,2004,0.515875,NA,NA
Catch,2004,173.902,NA,NA
RY,2004,180.124,NA,NA
Catch_RY,2004,0.965457,NA,NA
R,2005,7.19269,5.8276,8.87756
SSB,2005,488.519,451.531,528.538
Depletion,2005,0.172167,0.178062,0.166466
B_Bmsy,2005,0.520222,NA,NA
Catch,2005,158.06,NA,NA
RY,2005,162.322,NA,NA
Catch_RY,2005,0.973745,NA,NA
R,2006,9.76228,8.01757,11.8867
SSB,2006,490.999,449.962,535.778
Depletion,2006,0.17304,0.177444,0.168746
B_Bmsy,2006,0.522863,NA,NA
Catch,2006,135.771,NA,NA
RY,2006,153.309,NA,NA
Catch_RY,2006,0.885603,NA,NA
R,2007,9.90688,8.13952,12.058
SSB,2007,506.082,462.019,554.346
Depletion,2007,0.178356,0.182199,0.174594
B_Bmsy,2007,0.538924,NA,NA
Catch,2007,125.534,NA,NA
RY,2007,160.139,NA,NA
Catch_RY,2007,0.783907,NA,NA
R,2008,10.2006,8.49809,12.2442
SSB,2008,537.356,490.277,588.955
Depletion,2008,0.189378,0.193342,0.185494
B_Bmsy,2008,0.572228,NA,NA
Catch,2008,127.212,NA,NA
RY,2008,173.45,NA,NA
Catch_RY,2008,0.733423,NA,NA
R,2009,6.94274,5.58466,8.63107
SSB,2009,579.413,527.668,636.232
Depletion,2009,0.2042,0.208087,0.200384
B_Bmsy,2009,0.617014,NA,NA
Catch,2009,141.615,NA,NA
RY,2009,170.15,NA,NA
Catch_RY,2009,0.832295,NA,NA
R,2010,7.70355,6.17767,9.60633
SSB,2010,605.081,548.282,667.764
Depletion,2010,0.213246,0.216217,0.210316
B_Bmsy,2010,0.644348,NA,NA
Catch,2010,148.309,NA,NA
RY,2010,152.146,NA,NA
Catch_RY,2010,0.974779,NA,NA
R,2011,8.17292,6.57547,10.1585
SSB,2011,607.903,547.297,675.219
Depletion,2011,0.21424,0.215828,0.212664
B_Bmsy,2011,0.647353,NA,NA
Catch,2011,150.025,NA,NA
RY,2011,133.941,NA,NA
Catch_RY,2011,1.12009,NA,NA
R,2012,6.35789,5.02392,8.04607
SSB,2012,592.057,529.097,662.509
Depletion,2012,0.208656,0.208651,0.20866
B_Bmsy,2012,0.630479,NA,NA
Catch,2012,149.094,NA,NA
RY,2012,124.553,NA,NA
Catch_RY,2012,1.19703,NA,NA
R,2013,7.01376,5.58857,8.80239
SSB,2013,568.259,503.348,641.54
Depletion,2013,0.200269,0.198497,0.202056
B_Bmsy,2013,0.605137,NA,NA
Catch,2013,151.675,NA,NA
RY,2013,117.005,NA,NA
Catch_RY,2013,1.29632,NA,NA
R,2014,8.49857,6.79095,10.6356
SSB,2014,535.13,468.993,610.593
Depletion,2014,0.188593,0.184949,0.192309
B_Bmsy,2014,0.569858,NA,NA
Catch,2014,129.075,NA,NA
RY,2014,115.894,NA,NA
Catch_RY,2014,1.11373,NA,NA
R,2015,12.069,9.88161,14.7406
SSB,2015,522.305,456.563,597.514
Depletion,2015,0.184074,0.180047,0.18819
B_Bmsy,2015,0.556201,NA,NA
Catch,2015,141.693,NA,NA
RY,2015,135.335,NA,NA
Catch_RY,2015,1.04698,NA,NA
R,2016,8.81754,7.10438,10.9438
SSB,2016,515.676,451.238,589.315
Depletion,2016,0.181737,0.177947,0.185608
B_Bmsy,2016,0.549141,NA,NA
Catch,2016,155.323,NA,NA
RY,2016,161.728,NA,NA
Catch_RY,2016,0.960395,NA,NA
R,2017,7.23777,5.76719,9.08333
SSB,2017,520.662,455.746,594.824
Depletion,2017,0.183494,0.179725,0.187343
B_Bmsy,2017,0.554451,NA,NA
Catch,2017,156.323,NA,NA
RY,2017,165.995,NA,NA
Catch_RY,2017,0.941731,NA,NA
R,2018,7.75189,6.1944,9.70099
SSB,2018,528.839,461.154,606.458
Depletion,2018,0.186376,0.181858,0.191007
B_Bmsy,2018,0.563159,NA,NA
Catch,2018,154.234,NA,NA
RY,2018,146.917,NA,NA
Catch_RY,2018,1.0498,NA,NA
R,2019,10.4794,8.62261,12.736
SSB,2019,521.989,452.722,601.854
Depletion,2019,0.183962,0.178532,0.189557
B_Bmsy,2019,0.555864,NA,NA
Catch,2019,151.985,NA,NA
RY,2019,138.922,NA,NA
Catch_RY,2019,1.09403,NA,NA
R,2020,12.3145,10.2701,14.7659
SSB,2020,509.748,441.365,588.725
Depletion,2020,0.179648,0.174054,0.185422
B_Bmsy,2020,0.542828,NA,NA
Catch,2020,134.193,NA,NA
RY,2020,160.523,NA,NA
Catch_RY,2020,0.835971,NA,NA
R,2021,11.3994,9.37168,13.8659
SSB,2021,534.325,467.56,610.624
Depletion,2021,0.18831,0.184384,0.192319
B_Bmsy,2021,0.569001,NA,NA
Catch,2021,160.557,NA,NA
RY,2021,188.302,NA,NA
Catch_RY,2021,0.852656,NA,NA
R,2022,7.07642,5.39636,9.27953
SSB,2022,560.112,493.772,635.366
Depletion,2022,0.197398,0.194721,0.200112
B_Bmsy,2022,0.596461,NA,NA
Catch,2022,162.481,NA,NA
RY,2022,187.08,NA,NA
Catch_RY,2022,0.868512,NA,NA
R,2023,6.70478,4.818,9.33044
SSB,2023,583.009,513.979,661.309
Depletion,2023,0.205467,0.202689,0.208282
B_Bmsy,2023,0.620844,NA,NA
Catch,2023,171.068,NA,NA
RY,2023,154.423,NA,NA
Catch_RY,2023,1.10779,NA,NA
R,2024,6.44687,4.21871,9.85188
SSB,2024,567.452,493.047,653.085
Depletion,2024,0.199984,0.194435,0.205692
B_Bmsy,2024,0.604277,NA,NA
Catch,2024,169.127,NA,NA
RY,2024,120.964,NA,NA
Catch_RY,2024,1.39816,NA,NA
R,2025,3.43723,1.84179,6.41472
SSB,2025,522.196,439.806,620.02
Depletion,2025,0.184035,0.173439,0.195278
B_Bmsy,2025,0.556084,NA,NA
Catch,2025,154.34,NA,NA
RY,2025,95.5416,NA,NA
Catch_RY,2025,1.61542,NA,NA
R,2026,12.4042,3.49576,44.0142
SSB,2026,466.951,373.982,583.032
Depletion,2026,0.164565,0.147481,0.183629
B_Bmsy,2026,0.497255,NA,NA
Catch,2026,133.001,NA,NA
RY,2026,98.7662,NA,NA
Catch_RY,2026,1.34662,NA,NA
