Variable, Year, value, ymin, ymax
R,1970,28.4252,22.2147,36.3721
SSB,1970,1934.59,1763.88,2121.82
Depletion,1970,0.733117,0.737637,0.728624
B_Bmsy,1970,2.66303,NA,NA
Catch,1970,627.198,NA,NA
RY,1970,627.653,NA,NA
Catch_RY,1970,0.999275,NA,NA
R,1971,21.0512,15.9569,27.7719
SSB,1971,1927.67,1774.72,2093.8
Depletion,1971,0.730496,0.742174,0.719002
B_Bmsy,1971,2.65351,NA,NA
Catch,1971,595.215,NA,NA
RY,1971,572.187,NA,NA
Catch_RY,1971,1.04025,NA,NA
R,1972,27.7804,22.0568,34.9892
SSB,1972,1898.74,1756.15,2052.91
Depletion,1972,0.719532,0.734406,0.704959
B_Bmsy,1972,2.61368,NA,NA
Catch,1972,820.11,NA,NA
RY,1972,488.101,NA,NA
Catch_RY,1972,1.6802,NA,NA
R,1973,27.5653,21.991,34.5526
SSB,1973,1576.44,1434.17,1732.83
Depletion,1973,0.597397,0.599757,0.595046
B_Bmsy,1973,2.17003,NA,NA
Catch,1973,667.965,NA,NA
RY,1973,466.482,NA,NA
Catch_RY,1973,1.43192,NA,NA
R,1974,22.6766,17.8241,28.8501
SSB,1974,1376.64,1237.51,1531.41
Depletion,1974,0.521681,0.517514,0.525881
B_Bmsy,1974,1.89499,NA,NA
Catch,1974,514.558,NA,NA
RY,1974,478.395,NA,NA
Catch_RY,1974,1.07559,NA,NA
R,1975,18.4143,14.3565,23.6189
SSB,1975,1339.27,1212.01,1479.88
Depletion,1975,0.507518,0.506851,0.508187
B_Bmsy,1975,1.84355,NA,NA
Catch,1975,488.208,NA,NA
RY,1975,434.508,NA,NA
Catch_RY,1975,1.12359,NA,NA
R,1976,18.2834,14.3628,23.2741
SSB,1976,1286.12,1174.7,1408.11
Depletion,1976,0.48738,0.49125,0.483541
B_Bmsy,1976,1.77039,NA,NA
Catch,1976,601.045,NA,NA
RY,1976,372.545,NA,NA
Catch_RY,1976,1.61335,NA,NA
R,1977,11.5866,8.56757,15.6694
SSB,1977,1067.79,969.222,1176.38
Depletion,1977,0.404642,0.40532,0.403965
B_Bmsy,1977,1.46985,NA,NA
Catch,1977,431.483,NA,NA
RY,1977,312.925,NA,NA
Catch_RY,1977,1.37887,NA,NA
R,1978,10.0618,7.19367,14.0736
SSB,1978,953.897,859.529,1058.63
Depletion,1978,0.361482,0.359447,0.363528
B_Bmsy,1978,1.31307,NA,NA
Catch,1978,379.39,NA,NA
RY,1978,252.752,NA,NA
Catch_RY,1978,1.50103,NA,NA
R,1979,9.58572,6.69346,13.7277
SSB,1979,832.785,734.333,944.437
Depletion,1979,0.315586,0.307091,0.324316
B_Bmsy,1979,1.14636,NA,NA
Catch,1979,310.175,NA,NA
RY,1979,198.257,NA,NA
Catch_RY,1979,1.56451,NA,NA
R,1980,10.7881,7.37069,15.7898
SSB,1980,725.739,622.065,846.693
Depletion,1980,0.275021,0.260142,0.290751
B_Bmsy,1980,0.999006,NA,NA
Catch,1980,171.848,NA,NA
RY,1980,173.122,NA,NA
Catch_RY,1980,0.992644,NA,NA
R,1981,29.4731,23.1323,37.5521
SSB,1981,726.197,621.384,848.69
Depletion,1981,0.275194,0.259857,0.291437
B_Bmsy,1981,0.999636,NA,NA
Catch,1981,211.534,NA,NA
RY,1981,228.732,NA,NA
Catch_RY,1981,0.924812,NA,NA
R,1982,28.3828,22.2489,36.2078
SSB,1982,740.964,644.87,851.377
Depletion,1982,0.28079,0.269679,0.292359
B_Bmsy,1982,1.01996,NA,NA
Catch,1982,307.078,NA,NA
RY,1982,363.99,NA,NA
Catch_RY,1982,0.843645,NA,NA
R,1983,17.5688,13.1442,23.4828
SSB,1983,789.974,700.622,890.721
Depletion,1983,0.299363,0.292994,0.30587
B_Bmsy,1983,1.08743,NA,NA
Catch,1983,339.59,NA,NA
RY,1983,457.901,NA,NA
Catch_RY,1983,0.741623,NA,NA
R,1984,19.6011,15.1653,25.3342
SSB,1984,894.861,792.129,1010.92
Depletion,1984,0.33911,0.331261,0.347145
B_Bmsy,1984,1.23181,NA,NA
Catch,1984,364.993,NA,NA
RY,1984,427.023,NA,NA
Catch_RY,1984,0.854738,NA,NA
R,1985,17.6825,13.2106,23.6682
SSB,1985,950.742,828.556,1090.95
Depletion,1985,0.360286,0.346495,0.374627
B_Bmsy,1985,1.30873,NA,NA
Catch,1985,386.184,NA,NA
RY,1985,363.753,NA,NA
Catch_RY,1985,1.06167,NA,NA
R,1986,9.49497,5.85532,15.397
SSB,1986,927.513,797.034,1079.35
Depletion,1986,0.351484,0.333313,0.370645
B_Bmsy,1986,1.27675,NA,NA
Catch,1986,381.189,NA,NA
RY,1986,308.861,NA,NA
Catch_RY,1986,1.23418,NA,NA
R,1987,9.59576,6.55592,14.0451
SSB,1987,857.316,730.94,1005.54
Depletion,1987,0.324882,0.305673,0.345299
B_Bmsy,1987,1.18013,NA,NA
Catch,1987,300.249,NA,NA
RY,1987,239.629,NA,NA
Catch_RY,1987,1.25298,NA,NA
R,1988,10.182,7.70326,13.4584
SSB,1988,798.766,685.536,930.699
Depletion,1988,0.302695,0.286685,0.319598
B_Bmsy,1988,1.09953,NA,NA
Catch,1988,336,NA,NA
RY,1988,184.274,NA,NA
Catch_RY,1988,1.82337,NA,NA
R,1989,5.05267,3.7628,6.7847
SSB,1989,653.566,559.361,763.638
Depletion,1989,0.247671,0.23392,0.26223
B_Bmsy,1989,0.899657,NA,NA
Catch,1989,309.329,NA,NA
RY,1989,150.408,NA,NA
Catch_RY,1989,2.0566,NA,NA
R,1990,6.815,5.31648,8.7359
SSB,1990,502.83,426.568,592.727
Depletion,1990,0.190549,0.178387,0.20354
B_Bmsy,1990,0.692163,NA,NA
Catch,1990,132.379,NA,NA
RY,1990,127.102,NA,NA
Catch_RY,1990,1.04152,NA,NA
R,1991,7.38816,5.97328,9.1382
SSB,1991,497.466,430.141,575.329
Depletion,1991,0.188516,0.179881,0.197565
B_Bmsy,1991,0.684779,NA,NA
Catch,1991,56.135,NA,NA
RY,1991,111.664,NA,NA
Catch_RY,1991,0.502713,NA,NA
R,1992,6.03712,4.89493,7.44583
SSB,1992,549.509,486.631,620.511
Depletion,1992,0.208238,0.203505,0.213081
B_Bmsy,1992,0.756418,NA,NA
Catch,1992,87.497,NA,NA
RY,1992,105.068,NA,NA
Catch_RY,1992,0.832768,NA,NA
R,1993,7.06866,5.81815,8.58794
SSB,1993,565.669,506.711,631.487
Depletion,1993,0.214362,0.211902,0.21685
B_Bmsy,1993,0.778663,NA,NA
Catch,1993,108,NA,NA
RY,1993,99.4398,NA,NA
Catch_RY,1993,1.08608,NA,NA
R,1994,8.52815,7.17695,10.1337
SSB,1994,557.595,502.336,618.932
Depletion,1994,0.211302,0.210073,0.212539
B_Bmsy,1994,0.767549,NA,NA
Catch,1994,112.206,NA,NA
RY,1994,104.228,NA,NA
Catch_RY,1994,1.07654,NA,NA
R,1995,7.46167,6.16929,9.02479
SSB,1995,550.129,498.362,607.274
Depletion,1995,0.208473,0.208411,0.208535
B_Bmsy,1995,0.757273,NA,NA
Catch,1995,130.362,NA,NA
RY,1995,114.619,NA,NA
Catch_RY,1995,1.13735,NA,NA
R,1996,7.04808,5.75324,8.63434
SSB,1996,535.551,487.083,588.842
Depletion,1996,0.202948,0.203694,0.202206
B_Bmsy,1996,0.737205,NA,NA
Catch,1996,129.102,NA,NA
RY,1996,120.453,NA,NA
Catch_RY,1996,1.0718,NA,NA
R,1997,7.57549,6.19355,9.26578
SSB,1997,527.848,482.546,577.403
Depletion,1997,0.200029,0.201796,0.198278
B_Bmsy,1997,0.726601,NA,NA
Catch,1997,116.593,NA,NA
RY,1997,123.109,NA,NA
Catch_RY,1997,0.947074,NA,NA
R,1998,9.206,7.67066,11.0486
SSB,1998,534.002,491.804,579.819
Depletion,1998,0.202361,0.205668,0.199108
B_Bmsy,1998,0.735072,NA,NA
Catch,1998,106.788,NA,NA
RY,1998,129.095,NA,NA
Catch_RY,1998,0.827204,NA,NA
R,1999,7.08812,5.74883,8.73942
SSB,1999,554.632,515.834,596.348
Depletion,1999,0.210179,0.215717,0.204784
B_Bmsy,1999,0.763471,NA,NA
Catch,1999,166.562,NA,NA
RY,1999,135.221,NA,NA
Catch_RY,1999,1.23178,NA,NA
R,2000,7.75554,6.34841,9.47456
SSB,2000,524.73,488.688,563.429
Depletion,2000,0.198848,0.204365,0.193479
B_Bmsy,2000,0.722309,NA,NA
Catch,2000,162.803,NA,NA
RY,2000,139.712,NA,NA
Catch_RY,2000,1.16528,NA,NA
R,2001,11.4099,9.6945,13.4288
SSB,2001,502.218,467.783,539.187
Depletion,2001,0.190317,0.195623,0.185155
B_Bmsy,2001,0.691321,NA,NA
Catch,2001,173.277,NA,NA
RY,2001,150.347,NA,NA
Catch_RY,2001,1.15251,NA,NA
R,2002,10.3935,8.80822,12.264
SSB,2002,479.421,446.566,514.693
Depletion,2002,0.181678,0.18675,0.176744
B_Bmsy,2002,0.65994,NA,NA
Catch,2002,154.619,NA,NA
RY,2002,175.089,NA,NA
Catch_RY,2002,0.883087,NA,NA
R,2003,8.93358,7.46119,10.6965
SSB,2003,496.575,463.864,531.592
Depletion,2003,0.188178,0.193984,0.182547
B_Bmsy,2003,0.683553,NA,NA
Catch,2003,189.305,NA,NA
RY,2003,188.163,NA,NA
Catch_RY,2003,1.00607,NA,NA
R,2004,8.46183,6.98094,10.2569
SSB,2004,492.871,457.06,531.486
Depletion,2004,0.186775,0.191139,0.18251
B_Bmsy,2004,0.678454,NA,NA
Catch,2004,173.902,NA,NA
RY,2004,181.944,NA,NA
Catch_RY,2004,0.955801,NA,NA
R,2005,7.32803,5.91962,9.07153
SSB,2005,498.34,457.745,542.535
Depletion,2005,0.188847,0.191425,0.186304
B_Bmsy,2005,0.685982,NA,NA
Catch,2005,158.06,NA,NA
RY,2005,164.287,NA,NA
Catch_RY,2005,0.962098,NA,NA
R,2006,9.91847,8.11627,12.1209
SSB,2006,502.4,457.365,551.87
Depletion,2006,0.190386,0.191266,0.18951
B_Bmsy,2006,0.691572,NA,NA
Catch,2006,135.771,NA,NA
RY,2006,155.455,NA,NA
Catch_RY,2006,0.873381,NA,NA
R,2007,10.1166,8.28169,12.358
SSB,2007,519.248,470.767,572.722
Depletion,2007,0.196771,0.196871,0.196671
B_Bmsy,2007,0.714764,NA,NA
Catch,2007,125.534,NA,NA
RY,2007,162.689,NA,NA
Catch_RY,2007,0.771619,NA,NA
R,2008,10.3631,8.59962,12.4882
SSB,2008,552.609,500.591,610.032
Depletion,2008,0.209413,0.209343,0.209483
B_Bmsy,2008,0.760686,NA,NA
Catch,2008,127.212,NA,NA
RY,2008,176.27,NA,NA
Catch_RY,2008,0.721686,NA,NA
R,2009,7.08158,5.67623,8.83486
SSB,2009,596.97,539.688,660.331
Depletion,2009,0.226223,0.225693,0.226755
B_Bmsy,2009,0.82175,NA,NA
Catch,2009,141.615,NA,NA
RY,2009,172.637,NA,NA
Catch_RY,2009,0.820305,NA,NA
R,2010,7.83725,6.25988,9.81209
SSB,2010,624.705,561.81,694.641
Depletion,2010,0.236734,0.234944,0.238537
B_Bmsy,2010,0.859928,NA,NA
Catch,2010,148.309,NA,NA
RY,2010,153.944,NA,NA
Catch_RY,2010,0.963395,NA,NA
R,2011,8.28657,6.6387,10.3435
SSB,2011,629.05,561.92,704.201
Depletion,2011,0.23838,0.23499,0.24182
B_Bmsy,2011,0.86591,NA,NA
Catch,2011,150.025,NA,NA
RY,2011,135.103,NA,NA
Catch_RY,2011,1.11045,NA,NA
R,2012,6.45677,5.08428,8.19976
SSB,2012,614.174,544.398,692.893
Depletion,2012,0.232743,0.227662,0.237937
B_Bmsy,2012,0.845432,NA,NA
Catch,2012,149.094,NA,NA
RY,2012,125.134,NA,NA
Catch_RY,2012,1.19147,NA,NA
R,2013,7.13223,5.66441,8.98042
SSB,2013,590.819,518.932,672.663
Depletion,2013,0.223892,0.217013,0.23099
B_Bmsy,2013,0.813283,NA,NA
Catch,2013,151.675,NA,NA
RY,2013,117.152,NA,NA
Catch_RY,2013,1.29468,NA,NA
R,2014,8.72927,6.95272,10.9598
SSB,2014,557.765,484.582,642
Depletion,2014,0.211367,0.202648,0.22046
B_Bmsy,2014,0.767783,NA,NA
Catch,2014,129.075,NA,NA
RY,2014,116.133,NA,NA
Catch_RY,2014,1.11144,NA,NA
R,2015,12.4447,10.1423,15.2699
SSB,2015,545.051,472.174,629.176
Depletion,2015,0.206549,0.197459,0.216056
B_Bmsy,2015,0.750282,NA,NA
Catch,2015,141.693,NA,NA
RY,2015,136.871,NA,NA
Catch_RY,2015,1.03523,NA,NA
R,2016,9.09995,7.30262,11.3396
SSB,2016,539.652,467.684,622.695
Depletion,2016,0.204503,0.195581,0.213831
B_Bmsy,2016,0.74285,NA,NA
Catch,2016,155.323,NA,NA
RY,2016,164.912,NA,NA
Catch_RY,2016,0.941855,NA,NA
R,2017,7.54074,5.98814,9.49589
SSB,2017,547.284,474.008,631.888
Depletion,2017,0.207395,0.198226,0.216988
B_Bmsy,2017,0.753356,NA,NA
Catch,2017,156.323,NA,NA
RY,2017,170.058,NA,NA
Catch_RY,2017,0.919232,NA,NA
R,2018,7.98549,6.34085,10.0567
SSB,2018,558.985,481.926,648.365
Depletion,2018,0.211829,0.201537,0.222646
B_Bmsy,2018,0.769463,NA,NA
Catch,2018,154.234,NA,NA
RY,2018,150.695,NA,NA
Catch_RY,2018,1.02348,NA,NA
R,2019,10.8053,8.74148,13.3564
SSB,2019,555.681,476.221,648.399
Depletion,2019,0.210577,0.199152,0.222658
B_Bmsy,2019,0.764915,NA,NA
Catch,2019,151.985,NA,NA
RY,2019,141.703,NA,NA
Catch_RY,2019,1.07256,NA,NA
R,2020,12.3987,9.91805,15.4997
SSB,2020,546.074,466.883,638.698
Depletion,2020,0.206936,0.195246,0.219326
B_Bmsy,2020,0.751691,NA,NA
Catch,2020,126.213,NA,NA
RY,2020,162.324,NA,NA
Catch_RY,2020,0.777538,NA,NA
R,2021,9.56039,7.132,12.8156
SSB,2021,579.676,500.867,670.884
Depletion,2021,0.21967,0.209458,0.230379
B_Bmsy,2021,0.797944,NA,NA
Catch,2021,163.504,NA,NA
RY,2021,181.928,NA,NA
Catch_RY,2021,0.898729,NA,NA
R,2022,6.81365,4.54259,10.2201
SSB,2022,596.76,515.637,690.646
Depletion,2022,0.226144,0.215635,0.237165
B_Bmsy,2022,0.821461,NA,NA
Catch,2022,159.503,NA,NA
RY,2022,170.207,NA,NA
Catch_RY,2022,0.937111,NA,NA
R,2023,5.60545,3.19511,9.83412
SSB,2023,606.707,518.481,709.946
Depletion,2023,0.229913,0.216824,0.243793
B_Bmsy,2023,0.835154,NA,NA
Catch,2023,169.498,NA,NA
RY,2023,132.007,NA,NA
Catch_RY,2023,1.28401,NA,NA
R,2024,16.1851,4.56736,57.3541
SSB,2024,571.768,473.997,689.707
Depletion,2024,0.216673,0.198221,0.236842
B_Bmsy,2024,0.787059,NA,NA
Catch,2024,169.498,NA,NA
RY,2024,133.025,NA,NA
Catch_RY,2024,1.27418,NA,NA
