Variable, Year, value, ymin, ymax
Catch_RY,1971,1.14503,NA,NA
R,1972,27.9403,22.1612,35.2264
SSB,1972,2019.31,1824.41,2235.02
Depletion,1972,0.650463,0.666485,0.634826
B_Bmsy,1972,1.68009,NA,NA
Catch,1972,820.11,NA,NA
RY,1972,457.654,NA,NA
Catch_RY,1972,1.79199,NA,NA
R,1973,27.44,21.8722,34.4253
SSB,1973,1672.85,1489.53,1878.73
Depletion,1973,0.538861,0.544149,0.533625
B_Bmsy,1973,1.39183,NA,NA
Catch,1973,667.965,NA,NA
RY,1973,450.377,NA,NA
Catch_RY,1973,1.48312,NA,NA
R,1974,22.5349,17.6921,28.7034
SSB,1974,1460.79,1287.1,1657.93
Depletion,1974,0.470553,0.470195,0.470911
B_Bmsy,1974,1.2154,NA,NA
Catch,1974,514.558,NA,NA
RY,1974,466.106,NA,NA
Catch_RY,1974,1.10395,NA,NA
R,1975,18.5061,14.4172,23.7545
SSB,1975,1413.28,1254.93,1591.61
Depletion,1975,0.455248,0.458446,0.452073
B_Bmsy,1975,1.17587,NA,NA
Catch,1975,488.208,NA,NA
RY,1975,422.904,NA,NA
Catch_RY,1975,1.15442,NA,NA
R,1976,18.5987,14.6092,23.6776
SSB,1976,1350.32,1210.5,1506.28
Depletion,1976,0.434967,0.442214,0.427838
B_Bmsy,1976,1.12348,NA,NA
Catch,1976,601.045,NA,NA
RY,1976,363.946,NA,NA
Catch_RY,1976,1.65147,NA,NA
R,1977,11.689,8.645,15.8049
SSB,1977,1125.21,1000.85,1265.02
Depletion,1977,0.362453,0.365624,0.359311
B_Bmsy,1977,0.936187,NA,NA
Catch,1977,431.483,NA,NA
RY,1977,307.8,NA,NA
Catch_RY,1977,1.40183,NA,NA
R,1978,9.9193,7.09079,13.8761
SSB,1978,1007.43,890.187,1140.12
Depletion,1978,0.324516,0.325199,0.323835
B_Bmsy,1978,0.838198,NA,NA
Catch,1978,379.39,NA,NA
RY,1978,248.442,NA,NA
Catch_RY,1978,1.52708,NA,NA
R,1979,9.28965,6.47051,13.3371
SSB,1979,883.066,765.281,1018.98
Depletion,1979,0.284455,0.279569,0.289426
B_Bmsy,1979,0.734723,NA,NA
Catch,1979,310.175,NA,NA
RY,1979,191.706,NA,NA
Catch_RY,1979,1.61797,NA,NA
R,1980,10.5614,7.21249,15.4653
SSB,1980,770.42,650.737,912.116
Depletion,1980,0.248169,0.237724,0.259073
B_Bmsy,1980,0.641,NA,NA
Catch,1980,171.848,NA,NA
RY,1980,163.778,NA,NA
Catch_RY,1980,1.04927,NA,NA
R,1981,29.2559,22.9634,37.2728
SSB,1981,762.36,644.303,902.048
Depletion,1981,0.245573,0.235373,0.256214
B_Bmsy,1981,0.634293,NA,NA
Catch,1981,211.534,NA,NA
RY,1981,217.718,NA,NA
Catch_RY,1981,0.971598,NA,NA
R,1982,27.7596,21.7572,35.418
SSB,1982,767.258,660.887,890.75
Depletion,1982,0.24715,0.241432,0.253005
B_Bmsy,1982,0.638369,NA,NA
Catch,1982,307.078,NA,NA
RY,1982,351.496,NA,NA
Catch_RY,1982,0.873632,NA,NA
R,1983,17.1699,12.8476,22.9462
SSB,1983,805.857,711.204,913.107
Depletion,1983,0.259584,0.259813,0.259355
B_Bmsy,1983,0.670484,NA,NA
Catch,1983,339.59,NA,NA
RY,1983,444.868,NA,NA
Catch_RY,1983,0.763351,NA,NA
R,1984,19.4431,15.0609,25.1002
SSB,1984,899.935,797.541,1015.48
Depletion,1984,0.289889,0.291353,0.288431
B_Bmsy,1984,0.748758,NA,NA
Catch,1984,364.993,NA,NA
RY,1984,415.218,NA,NA
Catch_RY,1984,0.879039,NA,NA
R,1985,17.7112,13.2587,23.6588
SSB,1985,945.694,827.303,1081.03
Depletion,1985,0.304629,0.302226,0.30705
B_Bmsy,1985,0.78683,NA,NA
Catch,1985,386.184,NA,NA
RY,1985,357.09,NA,NA
Catch_RY,1985,1.08148,NA,NA
R,1986,9.3865,5.78201,15.238
SSB,1986,917.003,792.463,1061.12
Depletion,1986,0.295387,0.289498,0.301395
B_Bmsy,1986,0.762959,NA,NA
Catch,1986,381.189,NA,NA
RY,1986,305.756,NA,NA
Catch_RY,1986,1.24671,NA,NA
R,1987,9.44778,6.47944,13.7759
SSB,1987,844.512,725.408,983.172
Depletion,1987,0.272036,0.265002,0.279256
B_Bmsy,1987,0.702645,NA,NA
Catch,1987,300.249,NA,NA
RY,1987,238.167,NA,NA
Catch_RY,1987,1.26067,NA,NA
R,1988,10.0013,7.5979,13.165
SSB,1988,784.933,679.346,906.931
Depletion,1988,0.252844,0.248175,0.257601
B_Bmsy,1988,0.653075,NA,NA
Catch,1988,336,NA,NA
RY,1988,182.638,NA,NA
Catch_RY,1988,1.83971,NA,NA
R,1989,4.94113,3.69519,6.60717
SSB,1989,638.403,551.271,739.308
Depletion,1989,0.205644,0.201387,0.20999
B_Bmsy,1989,0.53116,NA,NA
Catch,1989,309.329,NA,NA
RY,1989,148.626,NA,NA
Catch_RY,1989,2.08126,NA,NA
R,1990,6.62633,5.18213,8.47301
SSB,1990,486.103,416.129,567.844
Depletion,1990,0.156584,0.152018,0.161288
B_Bmsy,1990,0.404444,NA,NA
Catch,1990,132.379,NA,NA
RY,1990,125.399,NA,NA
Catch_RY,1990,1.05567,NA,NA
R,1991,7.32214,5.93793,9.02903
SSB,1991,479.284,417.794,549.824
Depletion,1991,0.154388,0.152626,0.156169
B_Bmsy,1991,0.39877,NA,NA
Catch,1991,56.135,NA,NA
RY,1991,110.263,NA,NA
Catch_RY,1991,0.509103,NA,NA
R,1992,5.95981,4.84334,7.33364
SSB,1992,530.202,473.011,594.309
Depletion,1992,0.17079,0.172798,0.168805
B_Bmsy,1992,0.441135,NA,NA
Catch,1992,87.497,NA,NA
RY,1992,104.479,NA,NA
Catch_RY,1992,0.83746,NA,NA
R,1993,7.01853,5.79228,8.50438
SSB,1993,545.95,492.709,604.944
Depletion,1993,0.175862,0.179994,0.171826
B_Bmsy,1993,0.454237,NA,NA
Catch,1993,108,NA,NA
RY,1993,99.7904,NA,NA
Catch_RY,1993,1.08227,NA,NA
R,1994,8.49047,7.16349,10.0633
SSB,1994,538.281,488.805,592.765
Depletion,1994,0.173392,0.178568,0.168366
B_Bmsy,1994,0.447857,NA,NA
Catch,1994,112.206,NA,NA
RY,1994,105.11,NA,NA
Catch_RY,1994,1.06751,NA,NA
R,1995,7.42798,6.15543,8.96361
SSB,1995,531.739,485.788,582.035
Depletion,1995,0.171285,0.177466,0.165319
B_Bmsy,1995,0.442413,NA,NA
Catch,1995,130.362,NA,NA
RY,1995,115.958,NA,NA
Catch_RY,1995,1.12422,NA,NA
R,1996,7.04808,5.76868,8.61121
SSB,1996,518.509,475.741,565.121
Depletion,1996,0.167023,0.173795,0.160514
B_Bmsy,1996,0.431406,NA,NA
Catch,1996,129.102,NA,NA
RY,1996,122.201,NA,NA
Catch_RY,1996,1.05647,NA,NA
R,1997,7.58683,6.21763,9.25754
SSB,1997,512.505,472.609,555.769
Depletion,1997,0.165089,0.172651,0.157858
B_Bmsy,1997,0.426411,NA,NA
Catch,1997,116.593,NA,NA
RY,1997,124.826,NA,NA
Catch_RY,1997,0.934047,NA,NA
R,1998,9.2601,7.73813,11.0814
SSB,1998,520.364,483.266,560.309
Depletion,1998,0.16762,0.176544,0.159148
B_Bmsy,1998,0.432949,NA,NA
Catch,1998,106.788,NA,NA
RY,1998,131.087,NA,NA
Catch_RY,1998,0.814636,NA,NA
R,1999,7.07369,5.75057,8.70123
SSB,1999,542.998,508.884,579.399
Depletion,1999,0.174911,0.185903,0.16457
B_Bmsy,1999,0.451781,NA,NA
Catch,1999,166.562,NA,NA
RY,1999,137.306,NA,NA
Catch_RY,1999,1.21307,NA,NA
R,2000,7.69386,6.31166,9.37874
SSB,2000,515.088,483.141,549.147
Depletion,2000,0.165921,0.176499,0.155977
B_Bmsy,2000,0.42856,NA,NA
Catch,2000,162.803,NA,NA
RY,2000,141.187,NA,NA
Catch_RY,2000,1.1531,NA,NA
R,2001,11.3373,9.66104,13.3044
SSB,2001,494.021,463.081,527.028
Depletion,2001,0.159135,0.16917,0.149695
B_Bmsy,2001,0.411032,NA,NA
Catch,2001,173.277,NA,NA
RY,2001,150.794,NA,NA
Catch_RY,2001,1.1491,NA,NA
R,2002,10.2728,8.73405,12.0825
SSB,2002,471.758,442.08,503.429
Depletion,2002,0.151964,0.161498,0.142992
B_Bmsy,2002,0.392509,NA,NA
Catch,2002,154.619,NA,NA
RY,2002,174.364,NA,NA
Catch_RY,2002,0.886758,NA,NA
R,2003,8.81078,7.38235,10.5156
SSB,2003,488.58,459.096,519.959
Depletion,2003,0.157382,0.167714,0.147687
B_Bmsy,2003,0.406505,NA,NA
Catch,2003,189.305,NA,NA
RY,2003,186.607,NA,NA
Catch_RY,2003,1.01446,NA,NA
R,2004,8.33659,6.90012,10.0721
SSB,2004,483.743,451.492,518.299
Depletion,2004,0.155824,0.164937,0.147215
B_Bmsy,2004,0.402481,NA,NA
Catch,2004,173.902,NA,NA
RY,2004,179.92,NA,NA
Catch_RY,2004,0.966554,NA,NA
R,2005,7.1645,5.80423,8.84356
SSB,2005,487.611,451.045,527.142
Depletion,2005,0.15707,0.164774,0.149727
B_Bmsy,2005,0.405699,NA,NA
Catch,2005,158.06,NA,NA
RY,2005,161.998,NA,NA
Catch_RY,2005,0.97569,NA,NA
R,2006,9.7327,7.99402,11.8495
SSB,2006,489.767,449.236,533.954
Depletion,2006,0.157765,0.164113,0.151662
B_Bmsy,2006,0.407492,NA,NA
Catch,2006,135.771,NA,NA
RY,2006,152.901,NA,NA
Catch_RY,2006,0.887969,NA,NA
R,2007,9.87778,8.11722,12.0202
SSB,2007,504.447,460.987,552.005
Depletion,2007,0.162493,0.168405,0.156789
B_Bmsy,2007,0.419707,NA,NA
Catch,2007,125.534,NA,NA
RY,2007,159.68,NA,NA
Catch_RY,2007,0.786158,NA,NA
R,2008,10.1764,8.48044,12.2116
SSB,2008,535.271,488.916,586.021
Depletion,2008,0.172422,0.178608,0.166451
B_Bmsy,2008,0.445353,NA,NA
Catch,2008,127.212,NA,NA
RY,2008,173.009,NA,NA
Catch_RY,2008,0.735293,NA,NA
R,2009,6.91634,5.56378,8.5977
SSB,2009,576.892,526.008,632.698
Depletion,2009,0.185829,0.192159,0.179709
B_Bmsy,2009,0.479982,NA,NA
Catch,2009,141.615,NA,NA
RY,2009,169.772,NA,NA
Catch_RY,2009,0.834147,NA,NA
R,2010,7.68363,6.1622,9.58068
SSB,2010,602.188,546.383,663.693
Depletion,2010,0.193978,0.199602,0.188512
B_Bmsy,2010,0.501028,NA,NA
Catch,2010,148.309,NA,NA
RY,2010,151.854,NA,NA
Catch_RY,2010,0.976658,NA,NA
R,2011,8.15992,6.56561,10.1414
SSB,2011,604.72,545.218,670.715
Depletion,2011,0.194793,0.199176,0.190507
B_Bmsy,2011,0.503135,NA,NA
Catch,2011,150.025,NA,NA
RY,2011,133.767,NA,NA
Catch_RY,2011,1.12154,NA,NA
R,2012,6.34262,5.01106,8.02799
SSB,2012,588.695,526.923,657.709
Depletion,2012,0.189632,0.192493,0.186813
B_Bmsy,2012,0.489802,NA,NA
Catch,2012,149.094,NA,NA
RY,2012,124.509,NA,NA
Catch_RY,2012,1.19746,NA,NA
R,2013,7.00069,5.57727,8.7874
SSB,2013,564.838,501.16,636.608
Depletion,2013,0.181947,0.183081,0.180819
B_Bmsy,2013,0.469953,NA,NA
Catch,2013,151.675,NA,NA
RY,2013,117.054,NA,NA
Catch_RY,2013,1.29577,NA,NA
R,2014,8.49436,6.7866,10.6319
SSB,2014,531.737,466.831,605.667
Depletion,2014,0.171284,0.17054,0.172031
B_Bmsy,2014,0.442412,NA,NA
Catch,2014,129.075,NA,NA
RY,2014,116.038,NA,NA
Catch_RY,2014,1.11235,NA,NA
R,2015,12.0936,9.90408,14.7673
SSB,2015,519.033,454.491,592.741
Depletion,2015,0.167192,0.166032,0.168359
B_Bmsy,2015,0.431842,NA,NA
Catch,2015,141.693,NA,NA
RY,2015,135.678,NA,NA
Catch_RY,2015,1.04433,NA,NA
R,2016,8.80592,7.09422,10.9306
SSB,2016,512.701,449.427,584.883
Depletion,2016,0.165152,0.164182,0.166128
B_Bmsy,2016,0.426574,NA,NA
Catch,2016,155.323,NA,NA
RY,2016,162.231,NA,NA
Catch_RY,2016,0.957416,NA,NA
R,2017,7.21371,5.74679,9.05508
SSB,2017,518.126,454.327,590.885
Depletion,2017,0.1669,0.165972,0.167832
B_Bmsy,2017,0.431088,NA,NA
Catch,2017,156.323,NA,NA
RY,2017,166.378,NA,NA
Catch_RY,2017,0.939565,NA,NA
R,2018,7.71437,6.16294,9.65634
SSB,2018,526.639,460.019,602.907
Depletion,2018,0.169642,0.168052,0.171247
B_Bmsy,2018,0.438171,NA,NA
Catch,2018,154.234,NA,NA
RY,2018,146.966,NA,NA
Catch_RY,2018,1.04946,NA,NA
R,2019,10.4292,8.58148,12.6748
SSB,2019,519.833,451.595,598.381
Depletion,2019,0.167449,0.164974,0.169962
B_Bmsy,2019,0.432508,NA,NA
Catch,2019,151.985,NA,NA
RY,2019,138.564,NA,NA
Catch_RY,2019,1.09686,NA,NA
R,2020,12.2283,10.2006,14.6591
SSB,2020,507.253,439.9,584.92
Depletion,2020,0.163397,0.160702,0.166138
B_Bmsy,2020,0.422041,NA,NA
Catch,2020,134.193,NA,NA
RY,2020,159.766,NA,NA
Catch_RY,2020,0.839936,NA,NA
R,2021,11.2568,9.2552,13.6912
SSB,2021,531.126,465.474,606.038
Depletion,2021,0.171087,0.170045,0.172136
B_Bmsy,2021,0.441904,NA,NA
Catch,2021,160.557,NA,NA
RY,2021,186.967,NA,NA
Catch_RY,2021,0.858744,NA,NA
R,2022,6.92276,5.27596,9.08358
SSB,2022,555.674,490.639,629.329
Depletion,2022,0.178995,0.179238,0.178752
B_Bmsy,2022,0.462328,NA,NA
Catch,2022,162.481,NA,NA
RY,2022,185.031,NA,NA
Catch_RY,2022,0.87813,NA,NA
R,2023,6.4573,4.63015,9.00548
SSB,2023,576.664,509.203,653.061
Depletion,2023,0.185756,0.18602,0.185493
B_Bmsy,2023,0.479792,NA,NA
Catch,2023,171.068,NA,NA
RY,2023,151.567,NA,NA
Catch_RY,2023,1.12866,NA,NA
R,2024,6.08725,3.96816,9.33797
SSB,2024,558.436,485.827,641.897
Depletion,2024,0.179884,0.17748,0.182322
B_Bmsy,2024,0.464626,NA,NA
Catch,2024,169.127,NA,NA
RY,2024,116.986,NA,NA
Catch_RY,2024,1.4457,NA,NA
R,2025,3.11689,1.66144,5.84735
SSB,2025,509.433,429.071,604.847
Depletion,2025,0.1641,0.156746,0.171798
B_Bmsy,2025,0.423855,NA,NA
Catch,2025,154.34,NA,NA
RY,2025,90.4235,NA,NA
Catch_RY,2025,1.70686,NA,NA
R,2026,8.4585,2.3748,30.1273
SSB,2026,449.364,358.929,562.585
Depletion,2026,0.14475,0.131122,0.159794
B_Bmsy,2026,0.373877,NA,NA
Catch,2026,133.001,NA,NA
RY,2026,81.6899,NA,NA
Catch_RY,2026,1.62812,NA,NA
