Variable, Year, value, ymin, ymax
Catch_RY,1983,0.738802,NA,NA
R,1984,24.1474,16.1444,36.1176
SSB,1984,948.5,814.828,1104.1
Depletion,1984,0.329138,0.317207,0.341518
B_Bmsy,1984,0.99838,NA,NA
Catch,1984,364.993,NA,NA
RY,1984,422.579,NA,NA
Catch_RY,1984,0.863728,NA,NA
R,1985,22.0313,14.3264,33.88
SSB,1985,1001.48,849.724,1180.34
Depletion,1985,0.347522,0.330791,0.365099
B_Bmsy,1985,1.05414,NA,NA
Catch,1985,386.184,NA,NA
RY,1985,358.327,NA,NA
Catch_RY,1985,1.07774,NA,NA
R,1986,11.9346,6.70469,21.2441
SSB,1986,975.222,816.676,1164.55
Depletion,1986,0.338411,0.317926,0.360215
B_Bmsy,1986,1.02651,NA,NA
Catch,1986,381.189,NA,NA
RY,1986,302.805,NA,NA
Catch_RY,1986,1.25886,NA,NA
R,1987,12.5,7.34128,21.2837
SSB,1987,901.664,748.371,1086.36
Depletion,1987,0.312885,0.291336,0.336029
B_Bmsy,1987,0.949081,NA,NA
Catch,1987,300.249,NA,NA
RY,1987,234.321,NA,NA
Catch_RY,1987,1.28136,NA,NA
R,1988,13.2946,8.23543,21.4617
SSB,1988,839.729,700.03,1007.31
Depletion,1988,0.291394,0.272517,0.311578
B_Bmsy,1988,0.883889,NA,NA
Catch,1988,336,NA,NA
RY,1988,182.133,NA,NA
Catch_RY,1988,1.84481,NA,NA
R,1989,6.56259,4.039,10.6629
SSB,1989,695.13,571.773,845.1
Depletion,1989,0.241216,0.222587,0.261405
B_Bmsy,1989,0.731685,NA,NA
Catch,1989,309.329,NA,NA
RY,1989,151.921,NA,NA
Catch_RY,1989,2.03612,NA,NA
R,1990,8.80094,5.5579,13.9363
SSB,1990,548.312,436.794,688.301
Depletion,1990,0.190269,0.170041,0.212904
B_Bmsy,1990,0.577147,NA,NA
Catch,1990,132.379,NA,NA
RY,1990,129.552,NA,NA
Catch_RY,1990,1.02182,NA,NA
R,1991,9.57867,6.17972,14.8471
SSB,1991,545.616,437.647,680.221
Depletion,1991,0.189334,0.170373,0.210405
B_Bmsy,1991,0.574309,NA,NA
Catch,1991,56.135,NA,NA
RY,1991,112.25,NA,NA
Catch_RY,1991,0.500088,NA,NA
R,1992,7.75385,5.06492,11.8703
SSB,1992,597.839,491.851,726.667
Depletion,1992,0.207456,0.191474,0.224771
B_Bmsy,1992,0.629279,NA,NA
Catch,1992,87.497,NA,NA
RY,1992,103.399,NA,NA
Catch_RY,1992,0.84621,NA,NA
R,1993,9.09004,5.98788,13.7993
SSB,1993,612.509,510.572,734.798
Depletion,1993,0.212546,0.198762,0.227286
B_Bmsy,1993,0.644719,NA,NA
Catch,1993,108,NA,NA
RY,1993,96.7557,NA,NA
Catch_RY,1993,1.11621,NA,NA
R,1994,10.841,7.30954,16.0787
SSB,1994,602.249,505.541,717.456
Depletion,1994,0.208986,0.196804,0.221922
B_Bmsy,1994,0.63392,NA,NA
Catch,1994,112.206,NA,NA
RY,1994,102.159,NA,NA
Catch_RY,1994,1.09834,NA,NA
R,1995,9.4421,6.3621,14.0132
SSB,1995,593.195,501.005,702.348
Depletion,1995,0.205844,0.195038,0.217249
B_Bmsy,1995,0.62439,NA,NA
Catch,1995,130.362,NA,NA
RY,1995,112.712,NA,NA
Catch_RY,1995,1.1566,NA,NA
R,1996,8.9393,5.9945,13.3307
SSB,1996,577.324,489.339,681.129
Depletion,1996,0.200337,0.190496,0.210685
B_Bmsy,1996,0.607684,NA,NA
Catch,1996,129.102,NA,NA
RY,1996,117.917,NA,NA
Catch_RY,1996,1.09485,NA,NA
R,1997,9.62147,6.44566,14.362
SSB,1997,567.646,484.621,664.895
Depletion,1997,0.196978,0.18866,0.205664
B_Bmsy,1997,0.597497,NA,NA
Catch,1997,116.593,NA,NA
RY,1997,120.238,NA,NA
Catch_RY,1997,0.969685,NA,NA
R,1998,11.6517,7.92038,17.1408
SSB,1998,571.331,493.682,661.193
Depletion,1998,0.198257,0.192187,0.204519
B_Bmsy,1998,0.601376,NA,NA
Catch,1998,106.788,NA,NA
RY,1998,127.056,NA,NA
Catch_RY,1998,0.840477,NA,NA
R,1999,8.87756,6.02106,13.0892
SSB,1999,590.112,517.254,673.233
Depletion,1999,0.204774,0.201363,0.208243
B_Bmsy,1999,0.621145,NA,NA
Catch,1999,166.562,NA,NA
RY,1999,132.704,NA,NA
Catch_RY,1999,1.25514,NA,NA
R,2000,9.69966,6.61016,14.2331
SSB,2000,558.634,490.191,636.635
Depletion,2000,0.193851,0.190828,0.196922
B_Bmsy,2000,0.588012,NA,NA
Catch,2000,162.803,NA,NA
RY,2000,137.03,NA,NA
Catch_RY,2000,1.18808,NA,NA
R,2001,14.3551,9.84456,20.9323
SSB,2001,534.293,469.684,607.791
Depletion,2001,0.185405,0.182845,0.188001
B_Bmsy,2001,0.562391,NA,NA
Catch,2001,173.277,NA,NA
RY,2001,149.271,NA,NA
Catch_RY,2001,1.16082,NA,NA
R,2002,13.2231,8.90426,19.6368
SSB,2002,511.293,448.171,583.306
Depletion,2002,0.177423,0.17447,0.180427
B_Bmsy,2002,0.538181,NA,NA
Catch,2002,154.619,NA,NA
RY,2002,177.012,NA,NA
Catch_RY,2002,0.873495,NA,NA
R,2003,11.3152,7.60574,16.8339
SSB,2003,530.79,464.425,606.637
Depletion,2003,0.184189,0.180797,0.187644
B_Bmsy,2003,0.558703,NA,NA
Catch,2003,189.305,NA,NA
RY,2003,190.781,NA,NA
Catch_RY,2003,0.992262,NA,NA
R,2004,10.7346,7.17413,16.0621
SSB,2004,530.331,457.611,614.607
Depletion,2004,0.18403,0.178145,0.190109
B_Bmsy,2004,0.55822,NA,NA
Catch,2004,173.902,NA,NA
RY,2004,183.84,NA,NA
Catch_RY,2004,0.945942,NA,NA
R,2005,9.37639,6.12535,14.3529
SSB,2005,538.17,459.175,630.756
Depletion,2005,0.18675,0.178754,0.195104
B_Bmsy,2005,0.566472,NA,NA
Catch,2005,158.06,NA,NA
RY,2005,164.56,NA,NA
Catch_RY,2005,0.960502,NA,NA
R,2006,12.72,8.31781,19.4522
SSB,2006,543.014,459.886,641.169
Depletion,2006,0.188431,0.17903,0.198325
B_Bmsy,2006,0.57157,NA,NA
Catch,2006,135.771,NA,NA
RY,2006,156.279,NA,NA
Catch_RY,2006,0.868774,NA,NA
R,2007,13.1119,8.50921,20.2041
SSB,2007,560.919,473.749,664.128
Depletion,2007,0.194644,0.184427,0.205426
B_Bmsy,2007,0.590417,NA,NA
Catch,2007,125.534,NA,NA
RY,2007,165.526,NA,NA
Catch_RY,2007,0.758397,NA,NA
R,2008,13.6457,8.90501,20.9101
SSB,2008,597.064,503.547,707.949
Depletion,2008,0.207187,0.196027,0.218981
B_Bmsy,2008,0.628463,NA,NA
Catch,2008,127.212,NA,NA
RY,2008,181.485,NA,NA
Catch_RY,2008,0.700951,NA,NA
R,2009,9.44789,6.08317,14.6737
SSB,2009,646.278,543.505,768.484
Depletion,2009,0.224264,0.211583,0.237706
B_Bmsy,2009,0.680264,NA,NA
Catch,2009,141.615,NA,NA
RY,2009,177.559,NA,NA
Catch_RY,2009,0.797568,NA,NA
R,2010,10.522,6.75181,16.3975
SSB,2010,678.658,568.435,810.254
Depletion,2010,0.2355,0.221288,0.250626
B_Bmsy,2010,0.714347,NA,NA
Catch,2010,148.309,NA,NA
RY,2010,157.772,NA,NA
Catch_RY,2010,0.940023,NA,NA
R,2011,11.1192,7.20025,17.1712
SSB,2011,686.87,572.947,823.445
Depletion,2011,0.23835,0.223044,0.254706
B_Bmsy,2011,0.722991,NA,NA
Catch,2011,150.025,NA,NA
RY,2011,139.338,NA,NA
Catch_RY,2011,1.0767,NA,NA
R,2012,8.35028,5.40605,12.898
SSB,2012,676.457,560.783,815.991
Depletion,2012,0.234737,0.218309,0.2524
B_Bmsy,2012,0.71203,NA,NA
Catch,2012,149.094,NA,NA
RY,2012,128.499,NA,NA
Catch_RY,2012,1.16027,NA,NA
R,2013,8.93426,5.84837,13.6484
SSB,2013,656.816,540.662,797.923
Depletion,2013,0.227921,0.210476,0.246812
B_Bmsy,2013,0.691356,NA,NA
Catch,2013,151.675,NA,NA
RY,2013,116.926,NA,NA
Catch_RY,2013,1.29718,NA,NA
R,2014,10.2999,6.7834,15.6392
SSB,2014,624.221,509.837,764.267
Depletion,2014,0.21661,0.198476,0.236401
B_Bmsy,2014,0.657047,NA,NA
Catch,2014,129.075,NA,NA
RY,2014,110.748,NA,NA
Catch_RY,2014,1.16548,NA,NA
R,2015,14.3728,9.57517,21.5742
SSB,2015,607.299,496.435,742.922
Depletion,2015,0.210738,0.193259,0.229799
B_Bmsy,2015,0.639236,NA,NA
Catch,2015,141.693,NA,NA
RY,2015,124.565,NA,NA
Catch_RY,2015,1.1375,NA,NA
R,2016,11.0536,7.28931,16.7617
SSB,2016,591.596,483.074,724.499
Depletion,2016,0.205289,0.188057,0.2241
B_Bmsy,2016,0.622707,NA,NA
Catch,2016,155.323,NA,NA
RY,2016,147.474,NA,NA
Catch_RY,2016,1.05322,NA,NA
R,2017,9.31571,6.11156,14.1997
SSB,2017,584.456,476.049,717.55
Depletion,2017,0.202811,0.185322,0.221951
B_Bmsy,2017,0.615191,NA,NA
Catch,2017,156.323,NA,NA
RY,2017,152.137,NA,NA
Catch_RY,2017,1.02751,NA,NA
R,2018,10.3292,6.78267,15.73
SSB,2018,580.638,471.909,714.419
Depletion,2018,0.201487,0.183711,0.220983
B_Bmsy,2018,0.611173,NA,NA
Catch,2018,154.234,NA,NA
RY,2018,137.485,NA,NA
Catch_RY,2018,1.12182,NA,NA
R,2019,14.1427,9.36478,21.3582
SSB,2019,565.26,458.067,697.538
Depletion,2019,0.19615,0.178322,0.215761
B_Bmsy,2019,0.594986,NA,NA
Catch,2019,151.985,NA,NA
RY,2019,141.018,NA,NA
Catch_RY,2019,1.07777,NA,NA
R,2020,16.7077,10.9807,25.4218
SSB,2020,555.174,448.754,686.832
Depletion,2020,0.19265,0.174697,0.212449
B_Bmsy,2020,0.58437,NA,NA
Catch,2020,126.213,NA,NA
RY,2020,174.508,NA,NA
Catch_RY,2020,0.723251,NA,NA
R,2021,13.2183,8.4251,20.7385
SSB,2021,599.53,488.541,735.734
Depletion,2021,0.208042,0.190185,0.227575
B_Bmsy,2021,0.631058,NA,NA
Catch,2021,163.504,NA,NA
RY,2021,201.819,NA,NA
Catch_RY,2021,0.810153,NA,NA
R,2022,9.13462,5.44288,15.3304
SSB,2022,634.671,515.286,781.715
Depletion,2022,0.220236,0.200597,0.241798
B_Bmsy,2022,0.668047,NA,NA
Catch,2022,159.503,NA,NA
RY,2022,190.331,NA,NA
Catch_RY,2022,0.838028,NA,NA
R,2023,7.24591,3.87252,13.5579
SSB,2023,663.06,535.478,821.039
Depletion,2023,0.230088,0.208458,0.253962
B_Bmsy,2023,0.697929,NA,NA
Catch,2023,169.498,NA,NA
RY,2023,144.784,NA,NA
Catch_RY,2023,1.17069,NA,NA
R,2024,18.2597,4.91766,67.7995
SSB,2024,640.183,508.594,805.819
Depletion,2024,0.222149,0.197992,0.249254
B_Bmsy,2024,0.673849,NA,NA
Catch,2024,169.498,NA,NA
RY,2024,135.551,NA,NA
Catch_RY,2024,1.25043,NA,NA
