Variable, Year, value, ymin, ymax
Catch_RY,1973,4.23448,NA,NA
R,1974,26.1829,19.2265,35.656
SSB,1974,2436.33,1602.67,3703.63
Depletion,1974,0.402319,0.369152,0.438465
B_Bmsy,1974,0.94722,NA,NA
Catch,1974,514.558,NA,NA
RY,1974,245.98,NA,NA
Catch_RY,1974,2.09187,NA,NA
R,1975,21.3407,15.3701,29.6307
SSB,1975,2178.62,1444.46,3285.92
Depletion,1975,0.359761,0.332709,0.389013
B_Bmsy,1975,0.847022,NA,NA
Catch,1975,488.208,NA,NA
RY,1975,282.451,NA,NA
Catch_RY,1975,1.72847,NA,NA
R,1976,22.428,16.2173,31.0172
SSB,1976,1979.71,1324.74,2958.49
Depletion,1976,0.326915,0.305135,0.35025
B_Bmsy,1976,0.769689,NA,NA
Catch,1976,601.045,NA,NA
RY,1976,284.566,NA,NA
Catch_RY,1976,2.11215,NA,NA
R,1977,14.7969,10.0917,21.6959
SSB,1977,1678.33,1091.24,2581.29
Depletion,1977,0.277148,0.251351,0.305593
B_Bmsy,1977,0.652518,NA,NA
Catch,1977,431.483,NA,NA
RY,1977,265.669,NA,NA
Catch_RY,1977,1.62414,NA,NA
R,1978,12.6356,8.35234,19.1155
SSB,1978,1519.56,978.867,2358.91
Depletion,1978,0.250929,0.225468,0.279266
B_Bmsy,1978,0.590788,NA,NA
Catch,1978,379.39,NA,NA
RY,1978,228.007,NA,NA
Catch_RY,1978,1.66394,NA,NA
R,1979,11.4353,7.40637,17.6558
SSB,1979,1375.89,873.878,2166.27
Depletion,1979,0.227204,0.201285,0.256461
B_Bmsy,1979,0.53493,NA,NA
Catch,1979,310.175,NA,NA
RY,1979,180.101,NA,NA
Catch_RY,1979,1.72223,NA,NA
R,1980,11.8326,7.52351,18.6099
SSB,1980,1252.75,785.618,1997.65
Depletion,1980,0.206871,0.180955,0.236498
B_Bmsy,1980,0.487057,NA,NA
Catch,1980,171.848,NA,NA
RY,1980,145.475,NA,NA
Catch_RY,1980,1.18129,NA,NA
R,1981,30.1569,22.1295,41.0964
SSB,1981,1227.72,789.162,1910.01
Depletion,1981,0.202738,0.181772,0.226122
B_Bmsy,1981,0.477326,NA,NA
Catch,1981,211.534,NA,NA
RY,1981,187.026,NA,NA
Catch_RY,1981,1.13104,NA,NA
R,1982,29.5688,21.949,39.8337
SSB,1982,1205.15,796.134,1824.3
Depletion,1982,0.19901,0.183378,0.215975
B_Bmsy,1982,0.46855,NA,NA
Catch,1982,307.078,NA,NA
RY,1982,308.761,NA,NA
Catch_RY,1982,0.994549,NA,NA
R,1983,19.3016,13.9947,26.6208
SSB,1983,1208.81,825.355,1770.42
Depletion,1983,0.199615,0.190108,0.209596
B_Bmsy,1983,0.469973,NA,NA
Catch,1983,339.59,NA,NA
RY,1983,404.666,NA,NA
Catch_RY,1983,0.839186,NA,NA
R,1984,21.0845,15.7857,28.162
SSB,1984,1271.26,905.666,1784.42
Depletion,1984,0.209926,0.208607,0.211254
B_Bmsy,1984,0.494251,NA,NA
Catch,1984,364.993,NA,NA
RY,1984,388.587,NA,NA
Catch_RY,1984,0.939282,NA,NA
R,1985,19.1931,14.3732,25.6293
SSB,1985,1294.42,952.071,1759.87
Depletion,1985,0.213752,0.219296,0.208348
B_Bmsy,1985,0.503257,NA,NA
Catch,1985,386.184,NA,NA
RY,1985,340.909,NA,NA
Catch_RY,1985,1.13281,NA,NA
R,1986,11.5705,8.11245,16.5025
SSB,1986,1254.27,940.539,1672.64
Depletion,1986,0.207121,0.216639,0.198021
B_Bmsy,1986,0.487646,NA,NA
Catch,1986,381.189,NA,NA
RY,1986,295.023,NA,NA
Catch_RY,1986,1.29207,NA,NA
R,1987,13.5179,10.1662,17.9746
SSB,1987,1176,891.501,1551.29
Depletion,1987,0.194196,0.205344,0.183654
B_Bmsy,1987,0.457217,NA,NA
Catch,1987,300.249,NA,NA
RY,1987,240.393,NA,NA
Catch_RY,1987,1.24899,NA,NA
R,1988,13.3737,10.2434,17.4605
SSB,1988,1121.28,863.182,1456.55
Depletion,1988,0.18516,0.198821,0.172438
B_Bmsy,1988,0.435942,NA,NA
Catch,1988,336,NA,NA
RY,1988,201.078,NA,NA
Catch_RY,1988,1.67099,NA,NA
R,1989,6.8095,5.05095,9.18031
SSB,1989,995.447,762.419,1299.7
Depletion,1989,0.164381,0.175612,0.153869
B_Bmsy,1989,0.387019,NA,NA
Catch,1989,309.329,NA,NA
RY,1989,166.254,NA,NA
Catch_RY,1989,1.86058,NA,NA
R,1990,14.3631,11.6388,17.7251
SSB,1990,863.214,653.528,1140.18
Depletion,1990,0.142545,0.150531,0.134983
B_Bmsy,1990,0.335608,NA,NA
Catch,1990,132.379,NA,NA
RY,1990,148.015,NA,NA
Catch_RY,1990,0.894362,NA,NA
R,1991,5.97475,4.48501,7.95934
SSB,1991,877.792,681.753,1130.2
Depletion,1991,0.144952,0.157032,0.133802
B_Bmsy,1991,0.341276,NA,NA
Catch,1991,56.135,NA,NA
RY,1991,139.392,NA,NA
Catch_RY,1991,0.402714,NA,NA
R,1992,7.089,5.41629,9.2783
SSB,1992,955.679,766.744,1191.17
Depletion,1992,0.157814,0.176608,0.14102
B_Bmsy,1992,0.371558,NA,NA
Catch,1992,87.497,NA,NA
RY,1992,110.894,NA,NA
Catch_RY,1992,0.789014,NA,NA
R,1993,9.96186,7.86852,12.6121
SSB,1993,977.561,796.443,1199.87
Depletion,1993,0.161428,0.183449,0.14205
B_Bmsy,1993,0.380065,NA,NA
Catch,1993,108,NA,NA
RY,1993,81.7692,NA,NA
Catch_RY,1993,1.32079,NA,NA
R,1994,11.3509,9.04931,14.238
SSB,1994,953.078,781.964,1161.64
Depletion,1994,0.157385,0.180114,0.137524
B_Bmsy,1994,0.370547,NA,NA
Catch,1994,112.206,NA,NA
RY,1994,90.5256,NA,NA
Catch_RY,1994,1.23949,NA,NA
R,1995,8.82227,6.77005,11.4966
SSB,1995,932.851,769.858,1130.35
Depletion,1995,0.154044,0.177325,0.13382
B_Bmsy,1995,0.362682,NA,NA
Catch,1995,130.362,NA,NA
RY,1995,103.465,NA,NA
Catch_RY,1995,1.25997,NA,NA
R,1996,8.29142,6.45086,10.6571
SSB,1996,908.018,751.626,1096.95
Depletion,1996,0.149944,0.173126,0.129865
B_Bmsy,1996,0.353028,NA,NA
Catch,1996,129.102,NA,NA
RY,1996,101.551,NA,NA
Catch_RY,1996,1.2713,NA,NA
R,1997,8.50895,6.65463,10.88
SSB,1997,882.765,733.192,1062.85
Depletion,1997,0.145774,0.16888,0.125829
B_Bmsy,1997,0.34321,NA,NA
Catch,1997,116.593,NA,NA
RY,1997,99.0759,NA,NA
Catch_RY,1997,1.1768,NA,NA
R,1998,9.69917,7.6567,12.2865
SSB,1998,866.552,722.932,1038.7
Depletion,1998,0.143096,0.166517,0.12297
B_Bmsy,1998,0.336906,NA,NA
Catch,1998,106.788,NA,NA
RY,1998,91.5532,NA,NA
Catch_RY,1998,1.1664,NA,NA
R,1999,7.55706,5.73731,9.954
SSB,1999,852.481,716.414,1014.39
Depletion,1999,0.140773,0.165015,0.120092
B_Bmsy,1999,0.331436,NA,NA
Catch,1999,166.562,NA,NA
RY,1999,99.0397,NA,NA
Catch_RY,1999,1.68177,NA,NA
R,2000,10.4747,8.32855,13.174
SSB,2000,789.786,660.515,944.355
Depletion,2000,0.13042,0.15214,0.1118
B_Bmsy,2000,0.30706,NA,NA
Catch,2000,162.803,NA,NA
RY,2000,109.826,NA,NA
Catch_RY,2000,1.48237,NA,NA
R,2001,11.2074,8.89269,14.1247
SSB,2001,740.559,617.506,888.133
Depletion,2001,0.122291,0.142233,0.105144
B_Bmsy,2001,0.287921,NA,NA
Catch,2001,173.277,NA,NA
RY,2001,126.749,NA,NA
Catch_RY,2001,1.36709,NA,NA
R,2002,18.3717,14.9744,22.5399
SSB,2002,697.364,579.707,838.901
Depletion,2002,0.115158,0.133527,0.0993156
B_Bmsy,2002,0.271128,NA,NA
Catch,2002,154.619,NA,NA
RY,2002,175.042,NA,NA
Catch_RY,2002,0.883323,NA,NA
R,2003,10.7092,8.56229,13.3943
SSB,2003,716.286,598.996,856.541
Depletion,2003,0.118282,0.13797,0.101404
B_Bmsy,2003,0.278484,NA,NA
Catch,2003,189.305,NA,NA
RY,2003,219.808,NA,NA
Catch_RY,2003,0.861228,NA,NA
R,2004,9.05594,7.04963,11.6332
SSB,2004,744.641,620.98,892.927
Depletion,2004,0.122965,0.143033,0.105712
B_Bmsy,2004,0.289508,NA,NA
Catch,2004,173.902,NA,NA
RY,2004,219.95,NA,NA
Catch_RY,2004,0.790643,NA,NA
R,2005,7.99889,6.22732,10.2744
SSB,2005,787.783,654.425,948.317
Depletion,2005,0.130089,0.150737,0.112269
B_Bmsy,2005,0.306282,NA,NA
Catch,2005,158.06,NA,NA
RY,2005,177.641,NA,NA
Catch_RY,2005,0.88977,NA,NA
R,2006,9.98446,7.69336,12.9579
SSB,2006,806.327,666.504,975.483
Depletion,2006,0.133151,0.153519,0.115485
B_Bmsy,2006,0.313491,NA,NA
Catch,2006,135.771,NA,NA
RY,2006,145.257,NA,NA
Catch_RY,2006,0.934692,NA,NA
R,2007,10.4163,7.90243,13.73
SSB,2007,815.347,672.745,988.175
Depletion,2007,0.134641,0.154957,0.116988
B_Bmsy,2007,0.316998,NA,NA
Catch,2007,125.534,NA,NA
RY,2007,139.176,NA,NA
Catch_RY,2007,0.901979,NA,NA
R,2008,10.0316,7.70397,13.0625
SSB,2008,828.29,683.466,1003.8
Depletion,2008,0.136778,0.157426,0.118838
B_Bmsy,2008,0.32203,NA,NA
Catch,2008,127.212,NA,NA
RY,2008,141.823,NA,NA
Catch_RY,2008,0.896979,NA,NA
R,2009,7.91936,5.84073,10.7377
SSB,2009,842.063,693.86,1021.92
Depletion,2009,0.139052,0.15982,0.120983
B_Bmsy,2009,0.327385,NA,NA
Catch,2009,141.615,NA,NA
RY,2009,134.7,NA,NA
Catch_RY,2009,1.05133,NA,NA
R,2010,7.81746,5.63689,10.8416
SSB,2010,835.579,683.435,1021.59
Depletion,2010,0.137982,0.157419,0.120944
B_Bmsy,2010,0.324864,NA,NA
Catch,2010,148.309,NA,NA
RY,2010,110.408,NA,NA
Catch_RY,2010,1.34329,NA,NA
R,2011,8.63226,6.14173,12.1327
SSB,2011,800.347,646.71,990.484
Depletion,2011,0.132164,0.14896,0.117261
B_Bmsy,2011,0.311166,NA,NA
Catch,2011,150.025,NA,NA
RY,2011,100.408,NA,NA
Catch_RY,2011,1.49416,NA,NA
R,2012,8.91137,6.23176,12.7432
SSB,2012,754.137,597.919,951.171
Depletion,2012,0.124533,0.137722,0.112607
B_Bmsy,2012,0.2932,NA,NA
Catch,2012,149.094,NA,NA
RY,2012,104.245,NA,NA
Catch_RY,2012,1.43023,NA,NA
R,2013,8.28242,5.76985,11.8891
SSB,2013,712.335,550.698,921.415
Depletion,2013,0.11763,0.126845,0.109084
B_Bmsy,2013,0.276948,NA,NA
Catch,2013,151.675,NA,NA
RY,2013,113.46,NA,NA
Catch_RY,2013,1.33682,NA,NA
R,2014,10.9302,7.64132,15.6346
SSB,2014,676.719,507.128,903.023
Depletion,2014,0.111749,0.116809,0.106907
B_Bmsy,2014,0.263101,NA,NA
Catch,2014,129.075,NA,NA
RY,2014,125.855,NA,NA
Catch_RY,2014,1.02558,NA,NA
R,2015,14.3535,10.0024,20.5975
SSB,2015,673.721,493.084,920.533
Depletion,2015,0.111253,0.113575,0.10898
B_Bmsy,2015,0.261935,NA,NA
Catch,2015,141.693,NA,NA
RY,2015,154.657,NA,NA
Catch_RY,2015,0.916174,NA,NA
R,2016,10.3449,6.85605,15.6092
SSB,2016,685.798,488.174,963.426
Depletion,2016,0.113248,0.112444,0.114058
B_Bmsy,2016,0.266631,NA,NA
Catch,2016,155.323,NA,NA
RY,2016,184.758,NA,NA
Catch_RY,2016,0.840685,NA,NA
R,2017,11.5985,7.59153,17.7204
SSB,2017,713.233,491.256,1035.51
Depletion,2017,0.117778,0.113153,0.122592
B_Bmsy,2017,0.277297,NA,NA
Catch,2017,156.323,NA,NA
RY,2017,195.562,NA,NA
Catch_RY,2017,0.799353,NA,NA
R,2018,13.9127,8.82778,21.9267
SSB,2018,749.97,499.445,1126.16
Depletion,2018,0.123845,0.11504,0.133324
B_Bmsy,2018,0.29158,NA,NA
Catch,2018,154.234,NA,NA
RY,2018,197.574,NA,NA
Catch_RY,2018,0.780638,NA,NA
R,2019,19.3215,11.5947,32.1973
SSB,2019,790.828,509.74,1226.92
Depletion,2019,0.130592,0.117411,0.145252
B_Bmsy,2019,0.307465,NA,NA
Catch,2019,151.985,NA,NA
RY,2019,227.688,NA,NA
Catch_RY,2019,0.667516,NA,NA
R,2020,42.8944,24.7809,74.248
SSB,2020,862.317,540.545,1375.63
Depletion,2020,0.142397,0.124506,0.162858
B_Bmsy,2020,0.33526,NA,NA
Catch,2020,126.213,NA,NA
RY,2020,352.989,NA,NA
Catch_RY,2020,0.357555,NA,NA
R,2021,19.2897,7.04949,52.7828
SSB,2021,1075.51,669.275,1728.32
Depletion,2021,0.177602,0.154158,0.204612
B_Bmsy,2021,0.418146,NA,NA
Catch,2021,146.239,NA,NA
RY,2021,479.191,NA,NA
Catch_RY,2021,0.305179,NA,NA
R,2022,22.9047,8.65954,60.5836
SSB,2022,1387.86,848.395,2270.36
Depletion,2022,0.229182,0.195415,0.268784
B_Bmsy,2022,0.539587,NA,NA
Catch,2022,163.855,NA,NA
RY,2022,494.589,NA,NA
Catch_RY,2022,0.331296,NA,NA
R,2023,20.8596,8.04705,54.0721
SSB,2023,1699.1,1013.19,2849.35
Depletion,2023,0.280577,0.233373,0.337328
B_Bmsy,2023,0.660591,NA,NA
Catch,2023,163.855,NA,NA
RY,2023,410.578,NA,NA
Catch_RY,2023,0.399084,NA,NA
