Variable, Year, value, ymin, ymax
B_Bmsy,1975,1.30893,NA,NA
Catch,1975,488.208,NA,NA
RY,1975,418.726,NA,NA
Catch_RY,1975,1.16594,NA,NA
R,1976,18.2833,14.4938,23.0637
SSB,1976,1293.62,1180.71,1417.34
Depletion,1976,0.393291,0.428348,0.361104
B_Bmsy,1976,1.24597,NA,NA
Catch,1976,601.045,NA,NA
RY,1976,365.571,NA,NA
Catch_RY,1976,1.64412,NA,NA
R,1977,11.5879,8.66452,15.4977
SSB,1977,1070.69,971.697,1179.76
Depletion,1977,0.325513,0.352522,0.300573
B_Bmsy,1977,1.03125,NA,NA
Catch,1977,431.483,NA,NA
RY,1977,310.36,NA,NA
Catch_RY,1977,1.39027,NA,NA
R,1978,10.0607,7.27684,13.9096
SSB,1978,955.265,861.138,1059.68
Depletion,1978,0.290422,0.312412,0.26998
B_Bmsy,1978,0.920078,NA,NA
Catch,1978,379.39,NA,NA
RY,1978,251.483,NA,NA
Catch_RY,1978,1.50861,NA,NA
R,1979,9.57841,6.76733,13.5572
SSB,1979,833.606,736.285,943.79
Depletion,1979,0.253435,0.267117,0.240454
B_Bmsy,1979,0.802901,NA,NA
Catch,1979,310.175,NA,NA
RY,1979,197.502,NA,NA
Catch_RY,1979,1.57049,NA,NA
R,1980,10.7814,7.46078,15.5798
SSB,1980,726.294,624.658,844.467
Depletion,1980,0.22081,0.22662,0.215149
B_Bmsy,1980,0.699542,NA,NA
Catch,1980,171.848,NA,NA
RY,1980,172.395,NA,NA
Catch_RY,1980,0.996826,NA,NA
R,1981,29.5723,23.4169,37.3456
SSB,1981,726.504,624.322,845.409
Depletion,1981,0.220874,0.226498,0.215389
B_Bmsy,1981,0.699744,NA,NA
Catch,1981,211.534,NA,NA
RY,1981,228.275,NA,NA
Catch_RY,1981,0.926665,NA,NA
R,1982,28.418,22.4681,35.9437
SSB,1982,741.339,647.888,848.27
Depletion,1982,0.225384,0.235047,0.216118
B_Bmsy,1982,0.714033,NA,NA
Catch,1982,307.078,NA,NA
RY,1982,364.122,NA,NA
Catch_RY,1982,0.843338,NA,NA
R,1983,17.5872,13.2923,23.2697
SSB,1983,790.934,703.986,888.621
Depletion,1983,0.240462,0.255399,0.226399
B_Bmsy,1983,0.7618,NA,NA
Catch,1983,339.59,NA,NA
RY,1983,458.168,NA,NA
Catch_RY,1983,0.741191,NA,NA
R,1984,19.6738,15.3514,25.2134
SSB,1984,896.643,796.361,1009.55
Depletion,1984,0.2726,0.288912,0.257209
B_Bmsy,1984,0.863616,NA,NA
Catch,1984,364.993,NA,NA
RY,1984,427.13,NA,NA
Catch_RY,1984,0.854524,NA,NA
R,1985,17.7537,13.3622,23.5885
SSB,1985,953.216,833.381,1090.28
Depletion,1985,0.2898,0.302342,0.277777
B_Bmsy,1985,0.918106,NA,NA
Catch,1985,386.184,NA,NA
RY,1985,364.281,NA,NA
Catch_RY,1985,1.06013,NA,NA
R,1986,9.56577,5.93556,15.4162
SSB,1986,930.834,801.89,1080.51
Depletion,1986,0.282995,0.290918,0.275288
B_Bmsy,1986,0.896547,NA,NA
Catch,1986,381.189,NA,NA
RY,1986,309.807,NA,NA
Catch_RY,1986,1.23041,NA,NA
R,1987,9.93781,6.79905,14.5256
SSB,1987,861.743,735.327,1009.89
Depletion,1987,0.26199,0.266769,0.257296
B_Bmsy,1987,0.830001,NA,NA
Catch,1987,300.249,NA,NA
RY,1987,241.556,NA,NA
Catch_RY,1987,1.24298,NA,NA
R,1988,10.6291,8.04076,14.0506
SSB,1988,805.155,690.023,939.496
Depletion,1988,0.244785,0.250334,0.23936
B_Bmsy,1988,0.775498,NA,NA
Catch,1988,336,NA,NA
RY,1988,188.266,NA,NA
Catch_RY,1988,1.7847,NA,NA
R,1989,5.2284,3.89007,7.02716
SSB,1989,663.934,566.417,778.239
Depletion,1989,0.201851,0.20549,0.198276
B_Bmsy,1989,0.639478,NA,NA
Catch,1989,309.329,NA,NA
RY,1989,155.662,NA,NA
Catch_RY,1989,1.98719,NA,NA
R,1990,7.02358,5.4752,9.00984
SSB,1990,518.521,438.065,613.753
Depletion,1990,0.157642,0.158926,0.156369
B_Bmsy,1990,0.499421,NA,NA
Catch,1990,132.379,NA,NA
RY,1990,131.683,NA,NA
Catch_RY,1990,1.00528,NA,NA
R,1991,7.60801,6.15378,9.40589
SSB,1991,517.813,445.56,601.782
Depletion,1991,0.157427,0.161645,0.153319
B_Bmsy,1991,0.49874,NA,NA
Catch,1991,56.135,NA,NA
RY,1991,114.951,NA,NA
Catch_RY,1991,0.488337,NA,NA
R,1992,6.21922,5.05256,7.65527
SSB,1992,573.303,504.967,650.887
Depletion,1992,0.174297,0.183197,0.16583
B_Bmsy,1992,0.552186,NA,NA
Catch,1992,87.497,NA,NA
RY,1992,107.285,NA,NA
Catch_RY,1992,0.815554,NA,NA
R,1993,7.17702,5.91901,8.70241
SSB,1993,591.928,527.323,664.448
Depletion,1993,0.17996,0.191307,0.169285
B_Bmsy,1993,0.570125,NA,NA
Catch,1993,108,NA,NA
RY,1993,100.427,NA,NA
Catch_RY,1993,1.07541,NA,NA
R,1994,8.57623,7.22877,10.1749
SSB,1994,585.118,524.346,652.932
Depletion,1994,0.177889,0.190227,0.166351
B_Bmsy,1994,0.563565,NA,NA
Catch,1994,112.206,NA,NA
RY,1994,103.679,NA,NA
Catch_RY,1994,1.08224,NA,NA
R,1995,7.48016,6.20579,9.01623
SSB,1995,577.482,520.269,640.988
Depletion,1995,0.175568,0.188748,0.163308
B_Bmsy,1995,0.556211,NA,NA
Catch,1995,130.362,NA,NA
RY,1995,112.004,NA,NA
Catch_RY,1995,1.16391,NA,NA
R,1996,7.0467,5.77985,8.59122
SSB,1996,560.866,506.955,620.509
Depletion,1996,0.170516,0.183918,0.15809
B_Bmsy,1996,0.540207,NA,NA
Catch,1996,129.102,NA,NA
RY,1996,116.11,NA,NA
Catch_RY,1996,1.1119,NA,NA
R,1997,7.59864,6.23715,9.25732
SSB,1997,549.577,498.973,605.313
Depletion,1997,0.167084,0.181022,0.154219
B_Bmsy,1997,0.529334,NA,NA
Catch,1997,116.593,NA,NA
RY,1997,118.852,NA,NA
Catch_RY,1997,0.980991,NA,NA
R,1998,9.34393,7.79689,11.1979
SSB,1998,552.096,504.877,603.732
Depletion,1998,0.16785,0.183164,0.153816
B_Bmsy,1998,0.53176,NA,NA
Catch,1998,106.788,NA,NA
RY,1998,125.499,NA,NA
Catch_RY,1998,0.850909,NA,NA
R,1999,7.23892,5.87912,8.91323
SSB,1999,569.601,526.277,616.491
Depletion,1999,0.173172,0.190928,0.157067
B_Bmsy,1999,0.54862,NA,NA
Catch,1999,166.562,NA,NA
RY,1999,132.873,NA,NA
Catch_RY,1999,1.25354,NA,NA
R,2000,8.14106,6.65554,9.95815
SSB,2000,537.688,497.677,580.916
Depletion,2000,0.16347,0.180552,0.148003
B_Bmsy,2000,0.517883,NA,NA
Catch,2000,162.803,NA,NA
RY,2000,139.614,NA,NA
Catch_RY,2000,1.16609,NA,NA
R,2001,12.0719,10.1337,14.3808
SSB,2001,515.328,476.878,556.878
Depletion,2001,0.156671,0.173006,0.141879
B_Bmsy,2001,0.496346,NA,NA
Catch,2001,173.277,NA,NA
RY,2001,153.85,NA,NA
Catch_RY,2001,1.12627,NA,NA
R,2002,10.7664,9.03048,12.8361
SSB,2002,496.028,457.5,537.8
Depletion,2002,0.150804,0.165977,0.137018
B_Bmsy,2002,0.477757,NA,NA
Catch,2002,154.619,NA,NA
RY,2002,181.892,NA,NA
Catch_RY,2002,0.850061,NA,NA
R,2003,9.10134,7.58564,10.9199
SSB,2003,520.045,477.081,566.879
Depletion,2003,0.158106,0.17308,0.144427
B_Bmsy,2003,0.50089,NA,NA
Catch,2003,189.305,NA,NA
RY,2003,195.66,NA,NA
Catch_RY,2003,0.96752,NA,NA
R,2004,8.32032,6.87353,10.0716
SSB,2004,523.715,471.51,581.701
Depletion,2004,0.159221,0.171059,0.148203
B_Bmsy,2004,0.504425,NA,NA
Catch,2004,173.902,NA,NA
RY,2004,185.994,NA,NA
Catch_RY,2004,0.934987,NA,NA
R,2005,7.36463,5.98336,9.06477
SSB,2005,533.285,471.866,602.698
Depletion,2005,0.162131,0.171188,0.153553
B_Bmsy,2005,0.513642,NA,NA
Catch,2005,158.06,NA,NA
RY,2005,164.399,NA,NA
Catch_RY,2005,0.96144,NA,NA
R,2006,9.95246,8.13015,12.1832
SSB,2006,537.757,470.558,614.551
Depletion,2006,0.16349,0.170714,0.156572
B_Bmsy,2006,0.517949,NA,NA
Catch,2006,135.771,NA,NA
RY,2006,153.378,NA,NA
Catch_RY,2006,0.885208,NA,NA
R,2007,10.3609,8.43993,12.7192
SSB,2007,552.428,483.327,631.407
Depletion,2007,0.167951,0.175346,0.160867
B_Bmsy,2007,0.532079,NA,NA
Catch,2007,125.534,NA,NA
RY,2007,159.687,NA,NA
Catch_RY,2007,0.786126,NA,NA
R,2008,10.5499,8.64021,12.8816
SSB,2008,582.635,513.47,661.115
Depletion,2008,0.177134,0.186282,0.168436
B_Bmsy,2008,0.561174,NA,NA
Catch,2008,127.212,NA,NA
RY,2008,173.452,NA,NA
Catch_RY,2008,0.733413,NA,NA
R,2009,7.28822,5.79547,9.16544
SSB,2009,623.85,552.369,704.582
Depletion,2009,0.189665,0.200394,0.17951
B_Bmsy,2009,0.600871,NA,NA
Catch,2009,141.615,NA,NA
RY,2009,169.017,NA,NA
Catch_RY,2009,0.837872,NA,NA
R,2010,8.06161,6.42984,10.1075
SSB,2010,647.539,570.888,734.483
Depletion,2010,0.196867,0.207112,0.187128
B_Bmsy,2010,0.623688,NA,NA
Catch,2010,148.309,NA,NA
RY,2010,150.09,NA,NA
Catch_RY,2010,0.988131,NA,NA
R,2011,8.53171,6.83177,10.6546
SSB,2011,649.451,566.409,744.668
Depletion,2011,0.197448,0.205487,0.189723
B_Bmsy,2011,0.625529,NA,NA
Catch,2011,150.025,NA,NA
RY,2011,134.764,NA,NA
Catch_RY,2011,1.11325,NA,NA
R,2012,6.71915,5.28153,8.54809
SSB,2012,635.201,547.151,737.421
Depletion,2012,0.193116,0.198501,0.187877
B_Bmsy,2012,0.611804,NA,NA
Catch,2012,149.094,NA,NA
RY,2012,127.008,NA,NA
Catch_RY,2012,1.17389,NA,NA
R,2013,7.45768,5.90516,9.41839
SSB,2013,614.302,522.829,721.78
Depletion,2013,0.186762,0.189677,0.183892
B_Bmsy,2013,0.591675,NA,NA
Catch,2013,151.675,NA,NA
RY,2013,120.244,NA,NA
Catch_RY,2013,1.26139,NA,NA
R,2014,9.18959,7.29443,11.5771
SSB,2014,584.674,491.36,695.709
Depletion,2014,0.177754,0.17826,0.17725
B_Bmsy,2014,0.563138,NA,NA
Catch,2014,129.075,NA,NA
RY,2014,119.901,NA,NA
Catch_RY,2014,1.07651,NA,NA
R,2015,13.2207,10.7183,16.3074
SSB,2015,576.03,483.242,686.634
Depletion,2015,0.175126,0.175315,0.174937
B_Bmsy,2015,0.554813,NA,NA
Catch,2015,141.693,NA,NA
RY,2015,142.212,NA,NA
Catch_RY,2015,0.99635,NA,NA
R,2016,9.64785,7.70348,12.083
SSB,2016,576.313,485.294,684.404
Depletion,2016,0.175212,0.17606,0.174369
B_Bmsy,2016,0.555085,NA,NA
Catch,2016,155.323,NA,NA
RY,2016,172.155,NA,NA
Catch_RY,2016,0.902227,NA,NA
R,2017,7.98483,6.32482,10.0805
SSB,2017,591.535,499.696,700.253
Depletion,2017,0.17984,0.181285,0.178407
B_Bmsy,2017,0.569746,NA,NA
Catch,2017,156.323,NA,NA
RY,2017,177.783,NA,NA
Catch_RY,2017,0.879291,NA,NA
R,2018,8.3603,6.62903,10.5437
SSB,2018,611.264,515.15,725.311
Depletion,2018,0.185838,0.186891,0.184791
B_Bmsy,2018,0.588749,NA,NA
Catch,2018,154.234,NA,NA
RY,2018,156.73,NA,NA
Catch_RY,2018,0.984077,NA,NA
R,2019,11.1282,9.00394,13.7537
SSB,2019,613.605,514.137,732.317
Depletion,2019,0.18655,0.186524,0.186576
B_Bmsy,2019,0.591003,NA,NA
Catch,2019,151.985,NA,NA
RY,2019,143.631,NA,NA
Catch_RY,2019,1.05817,NA,NA
R,2020,12.7385,10.1773,15.9443
SSB,2020,605.775,506.181,724.965
Depletion,2020,0.184169,0.183637,0.184703
B_Bmsy,2020,0.583462,NA,NA
Catch,2020,126.213,NA,NA
RY,2020,161.876,NA,NA
Catch_RY,2020,0.779688,NA,NA
R,2021,9.61707,7.1484,12.9383
SSB,2021,638.999,540.125,755.974
Depletion,2021,0.19427,0.195952,0.192603
B_Bmsy,2021,0.615462,NA,NA
Catch,2021,163.504,NA,NA
RY,2021,179.15,NA,NA
Catch_RY,2021,0.912664,NA,NA
R,2022,6.75775,4.48429,10.1838
SSB,2022,653.516,554.362,770.405
Depletion,2022,0.198684,0.201117,0.19628
B_Bmsy,2022,0.629444,NA,NA
Catch,2022,159.503,NA,NA
RY,2022,163.948,NA,NA
Catch_RY,2022,0.97289,NA,NA
R,2023,5.47547,3.11714,9.61802
SSB,2023,657.649,554.825,779.529
Depletion,2023,0.19994,0.201285,0.198605
B_Bmsy,2023,0.633425,NA,NA
Catch,2023,169.498,NA,NA
RY,2023,121.787,NA,NA
Catch_RY,2023,1.39176,NA,NA
R,2024,15.1262,4.2577,53.7385
SSB,2024,613.119,504.099,745.716
Depletion,2024,0.186402,0.182882,0.18999
B_Bmsy,2024,0.590535,NA,NA
Catch,2024,169.498,NA,NA
RY,2024,118.343,NA,NA
Catch_RY,2024,1.43226,NA,NA
