Variable, Year, value, ymin, ymax
Catch,1984,364.993,NA,NA
RY,1984,420.72,NA,NA
Catch_RY,1984,0.867544,NA,NA
R,1985,17.6413,13.2269,23.5291
SSB,1985,944.761,826.691,1079.69
Depletion,1985,0.331935,0.324928,0.339093
B_Bmsy,1985,1.00319,NA,NA
Catch,1985,386.184,NA,NA
RY,1985,359.631,NA,NA
Catch_RY,1985,1.07384,NA,NA
R,1986,9.45731,5.84761,15.2953
SSB,1986,918.326,792.824,1063.7
Depletion,1986,0.322647,0.311616,0.334069
B_Bmsy,1986,0.975123,NA,NA
Catch,1986,381.189,NA,NA
RY,1986,306.547,NA,NA
Catch_RY,1986,1.24349,NA,NA
R,1987,9.54415,6.53487,13.9392
SSB,1987,846.47,725.416,987.724
Depletion,1987,0.297401,0.285122,0.310209
B_Bmsy,1987,0.898823,NA,NA
Catch,1987,300.249,NA,NA
RY,1987,238.629,NA,NA
Catch_RY,1987,1.25823,NA,NA
R,1988,10.102,7.65935,13.3238
SSB,1988,787.272,679.233,912.495
Depletion,1988,0.276602,0.26697,0.286582
B_Bmsy,1988,0.835963,NA,NA
Catch,1988,336,NA,NA
RY,1988,183.7,NA,NA
Catch_RY,1988,1.82907,NA,NA
R,1989,5.00093,3.73088,6.70333
SSB,1989,641.724,552.221,745.732
Depletion,1989,0.225465,0.217049,0.234208
B_Bmsy,1989,0.681413,NA,NA
Catch,1989,309.329,NA,NA
RY,1989,149.982,NA,NA
Catch_RY,1989,2.06244,NA,NA
R,1990,6.7255,5.25401,8.60911
SSB,1990,490.709,418.659,575.158
Depletion,1990,0.172407,0.164553,0.180637
B_Bmsy,1990,0.521059,NA,NA
Catch,1990,132.379,NA,NA
RY,1990,126.686,NA,NA
Catch_RY,1990,1.04494,NA,NA
R,1991,7.34097,5.94512,9.06453
SSB,1991,485.08,421.671,558.023
Depletion,1991,0.170429,0.165736,0.175255
B_Bmsy,1991,0.515081,NA,NA
Catch,1991,56.135,NA,NA
RY,1991,111.315,NA,NA
Catch_RY,1991,0.504291,NA,NA
R,1992,6.00898,4.88085,7.39787
SSB,1992,536.957,477.885,603.332
Depletion,1992,0.188656,0.187831,0.189485
B_Bmsy,1992,0.570167,NA,NA
Catch,1992,87.497,NA,NA
RY,1992,105.154,NA,NA
Catch_RY,1992,0.832084,NA,NA
R,1993,7.04949,5.81525,8.54567
SSB,1993,553.317,498.164,614.577
Depletion,1993,0.194404,0.195801,0.193017
B_Bmsy,1993,0.587539,NA,NA
Catch,1993,108,NA,NA
RY,1993,100.057,NA,NA
Catch_RY,1993,1.07939,NA,NA
R,1994,8.48952,7.15914,10.0671
SSB,1994,545.882,494.449,602.665
Depletion,1994,0.191792,0.194341,0.189276
B_Bmsy,1994,0.579644,NA,NA
Catch,1994,112.206,NA,NA
RY,1994,105.009,NA,NA
Catch_RY,1994,1.06854,NA,NA
R,1995,7.44376,6.16835,8.98289
SSB,1995,539.227,491.291,591.84
Depletion,1995,0.189454,0.1931,0.185876
B_Bmsy,1995,0.572577,NA,NA
Catch,1995,130.362,NA,NA
RY,1995,115.459,NA,NA
Catch_RY,1995,1.12908,NA,NA
R,1996,7.05692,5.77565,8.62242
SSB,1996,525.523,480.801,574.404
Depletion,1996,0.184639,0.188977,0.1804
B_Bmsy,1996,0.558026,NA,NA
Catch,1996,129.102,NA,NA
RY,1996,121.438,NA,NA
Catch_RY,1996,1.06311,NA,NA
R,1997,7.5805,6.21189,9.25065
SSB,1997,518.813,477.071,564.207
Depletion,1997,0.182281,0.187511,0.177197
B_Bmsy,1997,0.550901,NA,NA
Catch,1997,116.593,NA,NA
RY,1997,124.096,NA,NA
Catch_RY,1997,0.939541,NA,NA
R,1998,9.20964,7.69117,11.0279
SSB,1998,525.988,487.156,567.916
Depletion,1998,0.184802,0.191475,0.178362
B_Bmsy,1998,0.55852,NA,NA
Catch,1998,106.788,NA,NA
RY,1998,130.145,NA,NA
Catch_RY,1998,0.820528,NA,NA
R,1999,7.08676,5.76119,8.71733
SSB,1999,547.738,512.037,585.929
Depletion,1999,0.192444,0.201254,0.184019
B_Bmsy,1999,0.581615,NA,NA
Catch,1999,166.562,NA,NA
RY,1999,136.219,NA,NA
Catch_RY,1999,1.22275,NA,NA
R,2000,7.75508,6.36401,9.45023
SSB,2000,518.856,485.541,554.457
Depletion,2000,0.182296,0.19084,0.174135
B_Bmsy,2000,0.550946,NA,NA
Catch,2000,162.803,NA,NA
RY,2000,140.474,NA,NA
Catch_RY,2000,1.15896,NA,NA
R,2001,11.3595,9.67517,13.337
SSB,2001,497.157,465.085,531.441
Depletion,2001,0.174673,0.1828,0.166907
B_Bmsy,2001,0.527906,NA,NA
Catch,2001,173.277,NA,NA
RY,2001,150.699,NA,NA
Catch_RY,2001,1.14982,NA,NA
R,2002,10.3177,8.76604,12.1441
SSB,2002,474.836,444.131,507.664
Depletion,2002,0.16683,0.174564,0.159439
B_Bmsy,2002,0.504204,NA,NA
Catch,2002,154.619,NA,NA
RY,2002,174.714,NA,NA
Catch_RY,2002,0.884984,NA,NA
R,2003,8.85311,7.41305,10.5729
SSB,2003,491.964,461.395,524.558
Depletion,2003,0.172848,0.18135,0.164745
B_Bmsy,2003,0.522391,NA,NA
Catch,2003,189.305,NA,NA
RY,2003,187.121,NA,NA
Catch_RY,2003,1.01167,NA,NA
R,2004,8.39605,6.94583,10.1491
SSB,2004,487.602,454.123,523.55
Depletion,2004,0.171316,0.178491,0.164429
B_Bmsy,2004,0.51776,NA,NA
Catch,2004,173.902,NA,NA
RY,2004,180.565,NA,NA
Catch_RY,2004,0.963097,NA,NA
R,2005,7.2652,5.8866,8.96666
SSB,2005,492.061,454.099,533.197
Depletion,2005,0.172882,0.178482,0.167458
B_Bmsy,2005,0.522494,NA,NA
Catch,2005,158.06,NA,NA
RY,2005,162.918,NA,NA
Catch_RY,2005,0.970179,NA,NA
R,2006,9.80083,8.04497,11.9399
SSB,2006,495.069,452.979,541.071
Depletion,2006,0.173939,0.178042,0.169931
B_Bmsy,2006,0.525689,NA,NA
Catch,2006,135.771,NA,NA
RY,2006,154.081,NA,NA
Catch_RY,2006,0.881167,NA,NA
R,2007,9.99269,8.20714,12.1667
SSB,2007,510.845,465.625,560.457
Depletion,2007,0.179482,0.183012,0.176019
B_Bmsy,2007,0.54244,NA,NA
Catch,2007,125.534,NA,NA
RY,2007,161.041,NA,NA
Catch_RY,2007,0.779517,NA,NA
R,2008,10.2399,8.52528,12.2993
SSB,2008,542.925,494.549,596.034
Depletion,2008,0.190753,0.194381,0.187193
B_Bmsy,2008,0.576505,NA,NA
Catch,2008,127.212,NA,NA
RY,2008,174.337,NA,NA
Catch_RY,2008,0.729692,NA,NA
R,2009,7.00073,5.62942,8.70609
SSB,2009,585.769,532.574,644.277
Depletion,2009,0.205806,0.209326,0.202345
B_Bmsy,2009,0.621998,NA,NA
Catch,2009,141.615,NA,NA
RY,2009,170.892,NA,NA
Catch_RY,2009,0.828679,NA,NA
R,2010,7.74246,6.20387,9.66262
SSB,2010,612.098,553.712,676.641
Depletion,2010,0.215056,0.217634,0.212509
B_Bmsy,2010,0.649956,NA,NA
Catch,2010,148.309,NA,NA
RY,2010,152.647,NA,NA
Catch_RY,2010,0.971584,NA,NA
R,2011,8.18733,6.581,10.1857
SSB,2011,615.377,553.091,684.677
Depletion,2011,0.216208,0.21739,0.215033
B_Bmsy,2011,0.653437,NA,NA
Catch,2011,150.025,NA,NA
RY,2011,134.171,NA,NA
Catch_RY,2011,1.11816,NA,NA
R,2012,6.38281,5.04129,8.08132
SSB,2012,599.743,535.046,672.264
Depletion,2012,0.210716,0.210298,0.211134
B_Bmsy,2012,0.636837,NA,NA
Catch,2012,149.094,NA,NA
RY,2012,124.463,NA,NA
Catch_RY,2012,1.19789,NA,NA
R,2013,7.03246,5.60103,8.82971
SSB,2013,575.863,509.196,651.258
Depletion,2013,0.202325,0.200138,0.204537
B_Bmsy,2013,0.611479,NA,NA
Catch,2013,151.675,NA,NA
RY,2013,116.68,NA,NA
Catch_RY,2013,1.29992,NA,NA
R,2014,8.56465,6.84165,10.7216
SSB,2014,542.441,474.567,620.023
Depletion,2014,0.190583,0.186527,0.194727
B_Bmsy,2014,0.57599,NA,NA
Catch,2014,129.075,NA,NA
RY,2014,115.604,NA,NA
Catch_RY,2014,1.11653,NA,NA
R,2015,12.1431,9.92935,14.8503
SSB,2015,529.337,461.884,606.64
Depletion,2015,0.185979,0.181542,0.190524
B_Bmsy,2015,0.562075,NA,NA
Catch,2015,141.693,NA,NA
RY,2015,135.35,NA,NA
Catch_RY,2015,1.04687,NA,NA
R,2016,8.86328,7.13332,11.0128
SSB,2016,522.701,456.509,598.491
Depletion,2016,0.183647,0.179429,0.187965
B_Bmsy,2016,0.55503,NA,NA
Catch,2016,155.323,NA,NA
RY,2016,162.078,NA,NA
Catch_RY,2016,0.958325,NA,NA
R,2017,7.34682,5.85243,9.22279
SSB,2017,527.974,461.084,604.567
Depletion,2017,0.1855,0.181227,0.189873
B_Bmsy,2017,0.560629,NA,NA
Catch,2017,156.323,NA,NA
RY,2017,166.625,NA,NA
Catch_RY,2017,0.938171,NA,NA
R,2018,7.96172,6.37721,9.93991
SSB,2018,536.705,466.679,617.239
Depletion,2018,0.188567,0.183426,0.193853
B_Bmsy,2018,0.569899,NA,NA
Catch,2018,154.234,NA,NA
RY,2018,148.197,NA,NA
Catch_RY,2018,1.04073,NA,NA
R,2019,11.1844,9.22319,13.5628
SSB,2019,531.058,459.136,614.245
Depletion,2019,0.186583,0.180462,0.192913
B_Bmsy,2019,0.563903,NA,NA
Catch,2019,151.985,NA,NA
RY,2019,142.731,NA,NA
Catch_RY,2019,1.06483,NA,NA
R,2020,12.7053,10.4801,15.403
SSB,2020,522.395,451.269,604.731
Depletion,2020,0.18354,0.17737,0.189924
B_Bmsy,2020,0.554704,NA,NA
Catch,2020,126.213,NA,NA
RY,2020,167.565,NA,NA
Catch_RY,2020,0.75322,NA,NA
R,2021,9.45766,7.42852,12.0411
SSB,2021,560.944,491.034,640.806
Depletion,2021,0.197084,0.192999,0.201254
B_Bmsy,2021,0.595637,NA,NA
Catch,2021,163.504,NA,NA
RY,2021,188.87,NA,NA
Catch_RY,2021,0.865694,NA,NA
R,2022,5.78825,4.08675,8.19818
SSB,2022,584.516,513.322,665.585
Depletion,2022,0.205366,0.201759,0.209037
B_Bmsy,2022,0.620668,NA,NA
Catch,2022,159.503,NA,NA
RY,2022,172.223,NA,NA
Catch_RY,2022,0.926144,NA,NA
R,2023,5.9162,3.85826,9.07182
SSB,2023,596.377,519.572,684.536
Depletion,2023,0.209533,0.204216,0.214988
B_Bmsy,2023,0.633262,NA,NA
Catch,2023,169.498,NA,NA
RY,2023,129.338,NA,NA
Catch_RY,2023,1.3105,NA,NA
R,2024,5.1661,2.85231,9.35684
SSB,2024,558.782,474.478,658.064
Depletion,2024,0.196324,0.186492,0.206674
B_Bmsy,2024,0.593342,NA,NA
Catch,2024,168.131,NA,NA
RY,2024,95.7761,NA,NA
Catch_RY,2024,1.75546,NA,NA
R,2025,12.6874,3.57661,45.0061
SSB,2025,490.867,397.231,606.574
Depletion,2025,0.172463,0.15613,0.190503
B_Bmsy,2025,0.521226,NA,NA
Catch,2025,140.001,NA,NA
RY,2025,104.865,NA,NA
Catch_RY,2025,1.33506,NA,NA
