Variable, Year, value, ymin, ymax
SSB,1973,1616.53,1459.38,1790.6
Depletion,1973,0.566097,0.572235,0.560025
B_Bmsy,1973,1.71385,NA,NA
Catch,1973,667.965,NA,NA
RY,1973,460.246,NA,NA
Catch_RY,1973,1.45132,NA,NA
R,1974,22.5979,17.7735,28.7318
SSB,1974,1411.89,1260.37,1581.62
Depletion,1974,0.494432,0.494202,0.494663
B_Bmsy,1974,1.49689,NA,NA
Catch,1974,514.558,NA,NA
RY,1974,473.508,NA,NA
Catch_RY,1974,1.08669,NA,NA
R,1975,18.4425,14.3917,23.6333
SSB,1975,1370.26,1231.91,1524.14
Depletion,1975,0.479853,0.48304,0.476688
B_Bmsy,1975,1.45275,NA,NA
Catch,1975,488.208,NA,NA
RY,1975,429.622,NA,NA
Catch_RY,1975,1.13637,NA,NA
R,1976,18.4057,14.4791,23.3971
SSB,1976,1312.78,1191.26,1446.68
Depletion,1976,0.459724,0.467104,0.452461
B_Bmsy,1976,1.39181,NA,NA
Catch,1976,601.045,NA,NA
RY,1976,368.827,NA,NA
Catch_RY,1976,1.62961,NA,NA
R,1977,11.6135,8.60299,15.6776
SSB,1977,1091.34,983.707,1210.74
Depletion,1977,0.382178,0.385719,0.37867
B_Bmsy,1977,1.15704,NA,NA
Catch,1977,431.483,NA,NA
RY,1977,310.656,NA,NA
Catch_RY,1977,1.38894,NA,NA
R,1978,9.97472,7.14261,13.9298
SSB,1978,975.569,873.402,1089.69
Depletion,1978,0.341637,0.342468,0.340809
B_Bmsy,1978,1.0343,NA,NA
Catch,1978,379.39,NA,NA
RY,1978,250.74,NA,NA
Catch_RY,1978,1.51308,NA,NA
R,1979,9.44024,6.59601,13.5109
SSB,1979,852.814,748.081,972.212
Depletion,1979,0.298649,0.293328,0.304067
B_Bmsy,1979,0.904158,NA,NA
Catch,1979,310.175,NA,NA
RY,1979,195.197,NA,NA
Catch_RY,1979,1.58903,NA,NA
R,1980,10.7068,7.33217,15.6345
SSB,1980,743.063,634.437,870.288
Depletion,1980,0.260215,0.248767,0.27219
B_Bmsy,1980,0.787799,NA,NA
Catch,1980,171.848,NA,NA
RY,1980,168.978,NA,NA
Catch_RY,1980,1.01698,NA,NA
R,1981,29.352,23.0797,37.329
SSB,1981,739.671,630.95,867.127
Depletion,1981,0.259027,0.2474,0.271201
B_Bmsy,1981,0.784203,NA,NA
Catch,1981,211.534,NA,NA
RY,1981,224.105,NA,NA
Catch_RY,1981,0.943905,NA,NA
R,1982,28.0428,22.014,35.7227
SSB,1982,750.156,651.331,863.974
Depletion,1982,0.262699,0.255392,0.270215
B_Bmsy,1982,0.795319,NA,NA
Catch,1982,307.078,NA,NA
RY,1982,358.806,NA,NA
Catch_RY,1982,0.855832,NA,NA
R,1983,17.3554,13.0081,23.1555
SSB,1983,794.494,704.634,895.814
Depletion,1983,0.278226,0.276293,0.280173
B_Bmsy,1983,0.842327,NA,NA
Catch,1983,339.59,NA,NA
RY,1983,452.064,NA,NA
Catch_RY,1983,0.751199,NA,NA
R,1984,19.4735,15.0959,25.1204
SSB,1984,894.141,793.431,1007.63
Depletion,1984,0.313122,0.31111,0.315146
B_Bmsy,1984,0.947973,NA,NA
Catch,1984,364.993,NA,NA
RY,1984,421.263,NA,NA
Catch_RY,1984,0.866425,NA,NA
R,1985,17.6477,13.2148,23.5675
SSB,1985,944.749,826.109,1080.43
Depletion,1985,0.330844,0.323924,0.337913
B_Bmsy,1985,1.00163,NA,NA
Catch,1985,386.184,NA,NA
RY,1985,360.206,NA,NA
Catch_RY,1985,1.07212,NA,NA
R,1986,9.47097,5.84792,15.3386
SSB,1986,918.27,792.193,1064.41
Depletion,1986,0.321572,0.310625,0.332904
B_Bmsy,1986,0.973555,NA,NA
Catch,1986,381.189,NA,NA
RY,1986,307.106,NA,NA
Catch_RY,1986,1.24123,NA,NA
R,1987,9.55477,6.53555,13.9688
SSB,1987,846.477,724.883,988.467
Depletion,1987,0.29643,0.284232,0.309151
B_Bmsy,1987,0.897439,NA,NA
Catch,1987,300.249,NA,NA
RY,1987,239.079,NA,NA
Catch_RY,1987,1.25586,NA,NA
R,1988,10.1196,7.66705,13.3567
SSB,1988,787.432,678.916,913.293
Depletion,1988,0.275753,0.266208,0.28564
B_Bmsy,1988,0.83484,NA,NA
Catch,1988,336,NA,NA
RY,1988,184.133,NA,NA
Catch_RY,1988,1.82476,NA,NA
R,1989,5.00362,3.72953,6.71297
SSB,1989,642.104,552.185,746.667
Depletion,1989,0.22486,0.216516,0.233526
B_Bmsy,1989,0.680762,NA,NA
Catch,1989,309.329,NA,NA
RY,1989,150.392,NA,NA
Catch_RY,1989,2.05682,NA,NA
R,1990,6.73984,5.26183,8.633
SSB,1990,491.307,418.853,576.294
Depletion,1990,0.172052,0.164236,0.180241
B_Bmsy,1990,0.520886,NA,NA
Catch,1990,132.379,NA,NA
RY,1990,127.015,NA,NA
Catch_RY,1990,1.04223,NA,NA
R,1991,7.33502,5.93579,9.06408
SSB,1991,485.859,422.008,559.371
Depletion,1991,0.170144,0.165473,0.174948
B_Bmsy,1991,0.515111,NA,NA
Catch,1991,56.135,NA,NA
RY,1991,111.556,NA,NA
Catch_RY,1991,0.503198,NA,NA
R,1992,6.00865,4.8772,7.40257
SSB,1992,537.85,478.282,604.835
Depletion,1992,0.188351,0.187538,0.189167
B_Bmsy,1992,0.570231,NA,NA
Catch,1992,87.497,NA,NA
RY,1992,105.285,NA,NA
Catch_RY,1992,0.831052,NA,NA
R,1993,7.04333,5.80507,8.54573
SSB,1993,554.227,498.534,616.142
Depletion,1993,0.194086,0.195479,0.192704
B_Bmsy,1993,0.587595,NA,NA
Catch,1993,108,NA,NA
RY,1993,100.045,NA,NA
Catch_RY,1993,1.07951,NA,NA
R,1994,8.49548,7.15895,10.0815
SSB,1994,546.701,494.703,604.164
Depletion,1994,0.191451,0.193977,0.188957
B_Bmsy,1994,0.579615,NA,NA
Catch,1994,112.206,NA,NA
RY,1994,104.976,NA,NA
Catch_RY,1994,1.06887,NA,NA
R,1995,7.44988,6.168,8.99818
SSB,1995,539.92,491.413,593.215
Depletion,1995,0.189076,0.192687,0.185533
B_Bmsy,1995,0.572426,NA,NA
Catch,1995,130.362,NA,NA
RY,1995,115.484,NA,NA
Catch_RY,1995,1.12883,NA,NA
R,1996,7.05883,5.77119,8.63376
SSB,1996,526.126,480.847,575.668
Depletion,1996,0.184245,0.188544,0.180045
B_Bmsy,1996,0.557801,NA,NA
Catch,1996,129.102,NA,NA
RY,1996,121.509,NA,NA
Catch_RY,1996,1.06249,NA,NA
R,1997,7.58155,6.20663,9.26105
SSB,1997,519.376,477.11,565.387
Depletion,1997,0.181882,0.187078,0.176829
B_Bmsy,1997,0.550645,NA,NA
Catch,1997,116.593,NA,NA
RY,1997,124.21,NA,NA
Catch_RY,1997,0.938677,NA,NA
R,1998,9.20812,7.68269,11.0364
SSB,1998,526.538,487.216,569.035
Depletion,1998,0.18439,0.191041,0.17797
B_Bmsy,1998,0.558239,NA,NA
Catch,1998,106.788,NA,NA
RY,1998,130.261,NA,NA
Catch_RY,1998,0.819801,NA,NA
R,1999,7.08638,5.75492,8.7259
SSB,1999,548.251,512.1,586.954
Depletion,1999,0.191993,0.200798,0.183575
B_Bmsy,1999,0.581258,NA,NA
Catch,1999,166.562,NA,NA
RY,1999,136.326,NA,NA
Catch_RY,1999,1.22179,NA,NA
R,2000,7.75387,6.35636,9.45864
SSB,2000,519.312,485.595,555.37
Depletion,2000,0.181859,0.190406,0.173696
B_Bmsy,2000,0.550577,NA,NA
Catch,2000,162.803,NA,NA
RY,2000,140.573,NA,NA
Catch_RY,2000,1.15814,NA,NA
R,2001,11.3608,9.66825,13.3497
SSB,2001,497.545,465.116,532.235
Depletion,2001,0.174237,0.182376,0.166461
B_Bmsy,2001,0.5275,NA,NA
Catch,2001,173.277,NA,NA
RY,2001,150.854,NA,NA
Catch_RY,2001,1.14864,NA,NA
R,2002,10.3195,8.76003,12.1565
SSB,2002,475.164,444.132,508.364
Depletion,2002,0.166399,0.174148,0.158995
B_Bmsy,2002,0.503771,NA,NA
Catch,2002,154.619,NA,NA
RY,2002,175.014,NA,NA
Catch_RY,2002,0.883469,NA,NA
R,2003,8.85695,7.40923,10.5875
SSB,2003,492.252,461.364,525.207
Depletion,2003,0.172383,0.180904,0.164263
B_Bmsy,2003,0.521888,NA,NA
Catch,2003,189.305,NA,NA
RY,2003,187.459,NA,NA
Catch_RY,2003,1.00985,NA,NA
R,2004,8.40044,6.94262,10.1644
SSB,2004,487.884,454.068,524.219
Depletion,2004,0.170854,0.178044,0.163954
B_Bmsy,2004,0.517258,NA,NA
Catch,2004,173.902,NA,NA
RY,2004,180.89,NA,NA
Catch_RY,2004,0.961366,NA,NA
R,2005,7.27037,5.88416,8.98315
SSB,2005,492.367,454.032,533.939
Depletion,2005,0.172423,0.17803,0.166994
B_Bmsy,2005,0.522011,NA,NA
Catch,2005,158.06,NA,NA
RY,2005,163.222,NA,NA
Catch_RY,2005,0.968375,NA,NA
R,2006,9.81105,8.04518,11.9645
SSB,2006,495.425,452.92,541.92
Depletion,2006,0.173494,0.177593,0.16949
B_Bmsy,2006,0.525253,NA,NA
Catch,2006,135.771,NA,NA
RY,2006,154.399,NA,NA
Catch_RY,2006,0.879353,NA,NA
R,2007,9.99761,8.20266,12.1853
SSB,2007,511.28,465.599,561.443
Depletion,2007,0.179046,0.182565,0.175596
B_Bmsy,2007,0.542061,NA,NA
Catch,2007,125.534,NA,NA
RY,2007,161.42,NA,NA
Catch_RY,2007,0.777683,NA,NA
R,2008,10.2399,8.5172,12.311
SSB,2008,543.461,494.57,597.186
Depletion,2008,0.190316,0.193925,0.186775
B_Bmsy,2008,0.576181,NA,NA
Catch,2008,127.212,NA,NA
RY,2008,174.718,NA,NA
Catch_RY,2008,0.728098,NA,NA
R,2009,6.99654,5.6203,8.70979
SSB,2009,586.388,532.627,645.575
Depletion,2009,0.205349,0.208847,0.201909
B_Bmsy,2009,0.621691,NA,NA
Catch,2009,141.615,NA,NA
RY,2009,171.139,NA,NA
Catch_RY,2009,0.827487,NA,NA
R,2010,7.73569,6.19266,9.6632
SSB,2010,612.727,553.747,677.989
Depletion,2010,0.214573,0.217128,0.212047
B_Bmsy,2010,0.649616,NA,NA
Catch,2010,148.309,NA,NA
RY,2010,152.727,NA,NA
Catch_RY,2010,0.971072,NA,NA
R,2011,8.18409,6.5721,10.1915
SSB,2011,615.926,553.05,685.951
Depletion,2011,0.215693,0.216855,0.214537
B_Bmsy,2011,0.653008,NA,NA
Catch,2011,150.025,NA,NA
RY,2011,134.155,NA,NA
Catch_RY,2011,1.1183,NA,NA
R,2012,6.39063,5.04195,8.10006
SSB,2012,600.146,534.888,673.365
Depletion,2012,0.210167,0.209734,0.210601
B_Bmsy,2012,0.636278,NA,NA
Catch,2012,149.094,NA,NA
RY,2012,124.457,NA,NA
Catch_RY,2012,1.19796,NA,NA
R,2013,7.06442,5.62066,8.87903
SSB,2013,576.135,508.945,652.197
Depletion,2013,0.201758,0.199561,0.20398
B_Bmsy,2013,0.610822,NA,NA
Catch,2013,151.675,NA,NA
RY,2013,116.822,NA,NA
Catch_RY,2013,1.29834,NA,NA
R,2014,8.64826,6.90042,10.8388
SSB,2014,542.743,474.343,621.006
Depletion,2014,0.190065,0.185993,0.194225
B_Bmsy,2014,0.575419,NA,NA
Catch,2014,129.075,NA,NA
RY,2014,116.175,NA,NA
Catch_RY,2014,1.11104,NA,NA
R,2015,12.3198,10.0603,15.0868
SSB,2015,530.056,461.967,608.18
Depletion,2015,0.185622,0.181141,0.190213
B_Bmsy,2015,0.561968,NA,NA
Catch,2015,141.693,NA,NA
RY,2015,136.904,NA,NA
Catch_RY,2015,1.03498,NA,NA
R,2016,8.99714,7.2313,11.1942
SSB,2016,524.677,457.475,601.752
Depletion,2016,0.183738,0.179379,0.188203
B_Bmsy,2016,0.556266,NA,NA
Catch,2016,155.323,NA,NA
RY,2016,164.68,NA,NA
Catch_RY,2016,0.943183,NA,NA
R,2017,7.46407,5.93589,9.38567
SSB,2017,532.095,463.522,610.813
Depletion,2017,0.186336,0.18175,0.191037
B_Bmsy,2017,0.56413,NA,NA
Catch,2017,156.323,NA,NA
RY,2017,169.586,NA,NA
Catch_RY,2017,0.921792,NA,NA
R,2018,7.90624,6.28604,9.94404
SSB,2018,543.357,470.938,626.912
Depletion,2018,0.19028,0.184659,0.196072
B_Bmsy,2018,0.57607,NA,NA
Catch,2018,154.234,NA,NA
RY,2018,150.337,NA,NA
Catch_RY,2018,1.02592,NA,NA
R,2019,10.6934,8.66364,13.1988
SSB,2019,539.715,464.825,626.669
Depletion,2019,0.189004,0.182262,0.195996
B_Bmsy,2019,0.572208,NA,NA
Catch,2019,151.985,NA,NA
RY,2019,141.398,NA,NA
Catch_RY,2019,1.07488,NA,NA
R,2020,12.2487,9.81311,15.2889
SSB,2020,529.813,455.131,616.749
Depletion,2020,0.185537,0.17846,0.192893
B_Bmsy,2020,0.56171,NA,NA
Catch,2020,126.213,NA,NA
RY,2020,161.722,NA,NA
Catch_RY,2020,0.780433,NA,NA
R,2021,9.40274,7.0207,12.593
SSB,2021,562.883,488.573,648.495
Depletion,2021,0.197117,0.191573,0.202822
B_Bmsy,2021,0.596771,NA,NA
Catch,2021,163.504,NA,NA
RY,2021,180.905,NA,NA
Catch_RY,2021,0.903813,NA,NA
R,2022,6.63303,4.41703,9.96078
SSB,2022,579.031,502.344,667.424
Depletion,2022,0.202772,0.196973,0.208743
B_Bmsy,2022,0.613891,NA,NA
Catch,2022,159.503,NA,NA
RY,2022,168.742,NA,NA
Catch_RY,2022,0.945251,NA,NA
R,2023,5.38154,3.06027,9.46354
SSB,2023,587.623,503.686,685.548
Depletion,2023,0.205781,0.197499,0.214411
B_Bmsy,2023,0.623001,NA,NA
Catch,2023,169.498,NA,NA
RY,2023,130.253,NA,NA
Catch_RY,2023,1.3013,NA,NA
R,2024,13.3091,3.7539,47.1862
SSB,2024,551.008,457.325,663.882
Depletion,2024,0.192959,0.179321,0.207635
B_Bmsy,2024,0.584182,NA,NA
Catch,2024,169.498,NA,NA
RY,2024,122.353,NA,NA
Catch_RY,2024,1.38531,NA,NA
